name,area,category,section,price
整租·葛布店东里 2室1厅 南/北,64.22,2,葛布店东里,3400
整租·西辛南区 3室1厅 南/北,73.94,3,西辛南区,3600
整租·鹿海园五里 2室2厅 南,92.0,2,鹿海园五里,5000
整租·昌运宫 2室1厅 西北,50.0,2,昌运宫,5800
整租·天赐良园一期 2室1厅 南/北,70.66,2,天赐良园一期,4200
整租·首开康乃馨城 2室1厅 南/北,91.58,2,首开康乃馨城,4900
整租·华纺易城 3室2厅 南/北,128.0,3,华纺易城,10500
整租·林肯公园 3房间 南/北,57.0,0,林肯公园,7500
整租·宜品上层 1房间 南,58.05,0,宜品上层,5500
整租·佳和宜园 2室1厅 南,75.33,2,佳和宜园,2900
整租·新源时代 2室1厅 南/北,89.0,2,新源时代,4200
整租·中海金鑫阁 1室1厅 南,40.26,1,中海金鑫阁,5000
整租·澳林春天六期 2室1厅 西,97.0,2,澳林春天六期,9800
整租·东亚首航国际 2房间 西,53.2,0,东亚首航国际,2500
整租·古城南里 2室1厅 南,63.21,2,古城南里,4620
整租·中海城圣朝菲 3室2厅 南/北,136.78,3,中海城圣朝菲,11000
整租·华樾国际领尚 3室1厅 南/北,101.03,3,华樾国际领尚,6500
整租·中海云筑 3室1厅 南/北,89.0,3,中海云筑,3200
整租·中国铁建梧桐汇 1房间 北,45.0,0,中国铁建梧桐汇,3200
整租·怡清园 2室1厅 南/北,86.6,2,怡清园,6500
整租·定慧东里 1室1厅 西南,45.2,1,定慧东里,6500
整租·蒲安里 3室1厅 南/西/北,61.0,3,蒲安里,5200
整租·刘家窑南里 1室1厅 南,43.6,1,刘家窑南里,4200
整租·天兴家园 1室1厅 东,49.0,1,天兴家园,4200
整租·清真寺胡同16号院 2室2厅 南/北,83.3,2,清真寺胡同16号院,4000
整租·万新佳苑 2室1厅 南/北,84.0,2,万新佳苑,3500
整租·新景家园东区 1室0厅 东,37.0,1,新景家园东区,5665
整租·金地名京 2室1厅 南,85.61,2,金地名京,10500
整租·龙潭西里 1室1厅 东/西,47.3,1,龙潭西里,4650
整租·燕保祈东家园二期 3室1厅 南/北,77.19,3,燕保祈东家园二期,3200
整租·紫峰九院城 3室1厅 南/北,96.41,3,紫峰九院城,2500
整租·迎晖北苑 2室1厅 南/北,62.0,2,迎晖北苑,3500
整租·东堂子胡同 1室1厅 南,43.17,1,东堂子胡同,5500
整租·汇贤家园五里26号院 1室1厅 南/北,60.04,1,汇贤家园五里26号院,1200
整租·迎晖北苑 1室1厅 南,45.0,1,迎晖北苑,2700
整租·东升园 2室1厅 南/北,90.2,2,东升园,7500
整租·南线里小区 1室1厅 南,50.17,1,南线里小区,5700
整租·熙兆大厦 2房间 复式 东,46.09,0,熙兆大厦,3399
整租·康乐里小区 3室1厅 东,141.31,3,康乐里小区,25000
整租·绿城百合公寓南区 2室1厅 南/北,82.37,2,绿城百合公寓南区,3300
整租·次渠北里三区 2室1厅 南/北,106.0,2,次渠北里三区,5000
整租·金唐国际 1室1厅 西北,60.0,1,金唐国际,5500
整租·国门智慧城 4房间 南,81.68,0,国门智慧城,4500
整租·翡翠西湖二期 4室2厅 跃层 东/西,165.0,4,翡翠西湖二期,5200
整租·gogo新世代 1室0厅 西南,25.0,1,gogo新世代,4300
整租·惠润家园小区七地块 1室1厅 南,56.0,1,惠润家园小区七地块,3350
整租·金地悦景台 1室1厅 西,58.0,1,金地悦景台,4200
整租·大兴金茂悦 2室1厅 南,65.78,2,大兴金茂悦,2575
整租·探矿家属院 2室1厅 南,58.0,2,探矿家属院,3000
整租·龙泉苑小区 1室1厅 南,54.0,1,龙泉苑小区,3600
整租·华远和墅 3室2厅 南/北,134.5,3,华远和墅,4000
整租·中筑西府海棠 1室0厅 南,57.76,1,中筑西府海棠,4200
整租·风雅园一区 3室1厅 南/北,115.32,3,风雅园一区,7210
整租·车站中里 2室1厅 南/北,61.0,2,车站中里,3500
整租·双惠苑4号院 2室1厅 东/南/西,88.8,2,双惠苑4号院,4800
整租·光辉里小区 2室1厅 南/北,56.77,2,光辉里小区,6500
整租·金台北街 2室1厅 南,65.64,2,金台北街,3500
整租·上林溪 1室0厅 南,44.0,1,上林溪,6489
整租·东方银座 1室1厅 西,57.78,1,东方银座,8000
整租·汉华苑 2室1厅 北,99.86,2,汉华苑,7200
整租·金港国际 1室0厅 西,45.59,1,金港国际,6000
整租·皂君东里 2室1厅 南/北,54.2,2,皂君东里,6900
整租·朝阳旺角 2室1厅 南/北,107.24,2,朝阳旺角,5500
整租·风格雅园 2室2厅 南,105.27,2,风格雅园,9500
整租·永定华庭 3室1厅 南/北,104.0,3,永定华庭,12600
整租·半岛金街 3房间 西,62.97,0,半岛金街,3500
整租·海棠苑 1室0厅 南,45.0,1,海棠苑,4434
整租·通景园 1室0厅 南,43.14,1,通景园,2800
整租·悠乐汇 2房间 南,54.38,0,悠乐汇,5600
整租·梵谷水郡 2室1厅 西南,101.72,2,梵谷水郡,8800
整租·杨庄小区 2室1厅 南/北,72.0,2,杨庄小区,4000
整租·毛纺厂南小区 2室1厅 南/北,60.0,2,毛纺厂南小区,6200
整租·劲松三区 2室1厅 南,47.29,2,劲松三区,4900
整租·建发·珺和府 1室1厅 南,57.0,1,建发·珺和府,6000
整租·世纪村东区 2室1厅 西南,72.29,2,世纪村东区,5100
整租·北京建工·璟玥林汐 2室1厅 南/北,71.0,2,北京建工·璟玥林汐,2600
整租·龙跃苑东二区 2室1厅 南/北,101.35,2,龙跃苑东二区,6200
整租·北机家属院 2室1厅 南,54.0,2,北机家属院,2900
整租·华贸城 2室1厅 东/西,52.27,2,华贸城,6700
整租·双榆树北里 3室1厅 南/北,74.4,3,双榆树北里,9200
整租·长新家园西区1号院 2室1厅 东/南/北,80.32,2,长新家园西区1号院,3500
整租·荣丰2008 1室1厅 北,28.5,1,荣丰2008,4512
整租·六铺炕一区6号院 1室1厅 东,58.0,1,六铺炕一区6号院,6200
整租·东关一区 2室1厅 南/北,83.94,2,东关一区,3200
整租·北京城建北京密码 2房间 东,55.0,0,北京城建北京密码,1600
整租·石门营新区七区东苑 2室1厅 南,63.71,2,石门营新区七区东苑,3400
整租·东方太阳城 1室1厅 南,67.44,1,东方太阳城,3500
整租·长阳国际城三区 3室1厅 南/北,89.0,3,长阳国际城三区,3900
整租·中海汇智里 3室1厅 南/北,107.0,3,中海汇智里,5500
整租·长新家园西区1号院 2室1厅 南,80.0,2,长新家园西区1号院,3500
整租·路劲·御合院 2室2厅 南/北,89.0,2,路劲·御合院,2300
整租·世界侨商中心 1室1厅 南,55.0,1,世界侨商中心,4200
整租·东亚华欣湾 3房间 西,76.5,0,东亚华欣湾,2200
整租·腾龙家园一区 2室1厅 南/北,103.02,2,腾龙家园一区,2000
整租·广和南里二条 2室1厅 南/北,59.0,2,广和南里二条,5250
整租·和久路3号院 2室1厅 南/北,85.0,2,和久路3号院,4500
整租·北清橡树湾 3室2厅 南/北,105.85,3,北清橡树湾,6500
整租·瑞雪春堂 1室1厅 南,71.4,1,瑞雪春堂,2700
整租·嘉铭桐城E区 2室1厅 南/北,115.37,2,嘉铭桐城E区,11500
整租·金世纪嘉园 2室1厅 西,78.4,2,金世纪嘉园,7200
整租·首开香溪郡 3室2厅 南/北,103.01,3,首开香溪郡,4500
整租·珠江骏景南区 1室0厅 南,30.07,1,珠江骏景南区,4400
整租·旗舰凯旋二三期 2室1厅 南/北,92.0,2,旗舰凯旋二三期,4100
整租·中粮祥云国际生活区 2室2厅 南/北,116.78,2,中粮祥云国际生活区,8000
整租·徜徉嘉园8号院 3室2厅 南/北,131.68,3,徜徉嘉园8号院,6500
整租·铭品嘉苑 2室1厅 西,70.65,2,铭品嘉苑,3000
整租·小悦中心创意商业 4房间 南,63.99,0,小悦中心创意商业,12000
整租·北京城建琨廷南区 3室2厅 南/北,118.21,3,北京城建琨廷南区,3000
整租·风格与林苑 3室2厅 南/北,164.46,3,风格与林苑,8000
整租·新新公寓 2室1厅 南,114.0,2,新新公寓,4700
整租·加州水郡三期 2室1厅 南/北,101.48,2,加州水郡三期,3100
整租·西黄城根南街一区 2室1厅 南/北,54.4,2,西黄城根南街一区,9900
整租·安乐林路17号旁门 2室1厅 南/北,53.32,2,安乐林路17号旁门,4800
整租·燕山水泥厂 2室1厅 南/西北,71.89,2,燕山水泥厂,2900
整租·西黄城根南街一区 2室1厅 南/北,54.4,2,西黄城根南街一区,9900
整租·核桃园北里 1室1厅 南,41.38,1,核桃园北里,5459
整租·安乐林路17号旁门 2室1厅 南/北,53.32,2,安乐林路17号旁门,4800
整租·燕山水泥厂 2室1厅 南/西北,71.89,2,燕山水泥厂,2900
整租·老山西里 2室1厅 西南,62.97,2,老山西里,4500
整租·天恒摩墅 5室3厅 复式 南/北,160.88,5,天恒摩墅,7000
整租·管庄东里 3室1厅 南/北,72.0,3,管庄东里,4600
整租·京艺天朗 1室1厅 北,51.77,1,京艺天朗,3100
整租·碧桂园小区C区 2室1厅 南/北,92.82,2,碧桂园小区C区,3100
整租·珠江萨尔斯郡 4室2厅 南/北,202.0,4,珠江萨尔斯郡,13000
整租·泰和宜园 3室1厅 南/北,90.0,3,泰和宜园,3500
整租·白云观 2室1厅 南/北,58.6,2,白云观,7600
整租·右安门内西街甲2号院 2室1厅 南/北,65.51,2,右安门内西街甲2号院,6500
整租·沙坨宜家家园 2室1厅 南/北,81.5,2,沙坨宜家家园,3600
整租·慧忠里B区 1室1厅 东/西,45.19,1,慧忠里B区,5500
整租·八里庄北里 1室1厅 东,44.22,1,八里庄北里,5100
整租·远洋东方公馆 3室2厅 南/北,180.12,3,远洋东方公馆,11000
整租·北蜂窝30号院 2室1厅 南/北,62.0,2,北蜂窝30号院,7000
整租·交大东路56号院 1室1厅 北,33.0,1,交大东路56号院,5600
整租·枣园小区 2室1厅 南/北,65.66,2,枣园小区,3700
整租·双河北里 2室1厅 南/北,97.85,2,双河北里,3100
整租·蔚雲府 1室1厅 西,41.28,1,蔚雲府,3708
整租·紫金长安 2室2厅 东/西,113.0,2,紫金长安,12000
整租·供电局良乡家属院 2室1厅 南,70.74,2,供电局良乡家属院,2300
整租·景馨园 3室1厅 南/北,105.0,3,景馨园,6800
整租·东柳西里 2室1厅 南/北,41.84,2,东柳西里,3300
整租·恒大幸福家园 2室1厅 南,88.9,2,恒大幸福家园,4700
整租·长安润璟 4室2厅 南/北,122.0,4,长安润璟,10000
整租·国门智慧城 3房间 复式 北,42.32,0,国门智慧城,3000
整租·武圣东里 1室1厅 南,43.37,1,武圣东里,4000
整租·白家庄北里 2室1厅 南,54.52,2,白家庄北里,6600
整租·北苑家园紫绶园 3室1厅 南,95.0,3,北苑家园紫绶园,6500
整租·鲁能7号院颐景润园 3室2厅 南/北,139.59,3,鲁能7号院颐景润园,8000
整租·四合欣园 1室1厅 南,57.19,1,四合欣园,5530
整租·西马金润一区 2室1厅 南/北,80.62,2,西马金润一区,5100
整租·北花园小区2号院 1室1厅 南,56.0,1,北花园小区2号院,5460
整租·天恒乐活城 1室0厅 南,46.98,1,天恒乐活城,2000
整租·北京城建北京合院 4室6厅 南/北,360.0,4,北京城建北京合院,33000
整租·中关村南大街40号 3室1厅 东/北,79.6,3,中关村南大街40号,11000
整租·恒大幸福家园 1室1厅 南,50.73,1,恒大幸福家园,4560
整租·滨河小区 2室1厅 南/北,51.6,2,滨河小区,2800
整租·冶金大院 2室1厅 东,48.1,2,冶金大院,7330
整租·观承别墅·大家 4室2厅 南/北,360.0,4,观承别墅·大家,38000
整租·天鹅湾北区 3室3厅 南/北,192.0,3,天鹅湾北区,15000
整租·静安西街 2室1厅 东南,68.28,2,静安西街,8190
整租·中昂时代广场 2房间 东,31.0,0,中昂时代广场,2600
整租·五所家属院 2室1厅 南/北,53.54,2,五所家属院,3600
整租·高尔夫国际公寓 4室2厅 南/北,305.91,4,高尔夫国际公寓,54000
整租·绿地花都苑 2室1厅 南,85.0,2,绿地花都苑,3850
整租·随园 3室2厅 南,141.74,3,随园,5000
整租·长龙苑小区 3室1厅 南/北,101.0,3,长龙苑小区,3600
整租·雍景四季 2室2厅 东,94.0,2,雍景四季,7500
整租·馨港庄园三区 2室1厅 南/北,89.29,2,馨港庄园三区,2800
整租·定慧西里 1室1厅 南,39.7,1,定慧西里,5390
整租·富源里 3室1厅 南,96.0,3,富源里,5500
整租·CBD国际高尔夫别墅 6室3厅 南/北,396.0,6,CBD国际高尔夫别墅,43000
整租·唐家岭新城 1室1厅 南,55.0,1,唐家岭新城,6589
整租·富力湾 6室3厅 东/南/西/北,1050.0,6,富力湾,50000
整租·西大望路12号院 1室1厅 南,43.61,1,西大望路12号院,4700
整租·志强北园 2室1厅 南,57.7,2,志强北园,8890
整租·华樾北京二期 3室2厅 南/北,176.0,3,华樾北京二期,17000
整租·曙光里 1室1厅 东南,45.0,1,曙光里,5200
独栋·泊寓 成寿寺社区店 14号线九龙山十里河南向阳光电竞主题房 1室1厅,29.0,1,泊寓,4860
整租·样本 3室2厅 南/北,165.0,3,样本,6200
整租·南平里 2室1厅 南/北,62.21,2,南平里,2400
整租·远洋新干线 1室1厅 南,72.0,1,远洋新干线,9000
独栋·柚米寓 通州台湖店 管家服务，租金月付，无中介费，直达十里河，国贸，京东等 1室1厅,25.0,1,柚米寓,1732
独栋·融寓 北苑店 临近地铁 优质阳光大开间 1室1厅,52.09,1,融寓,4696
独栋·柚米寓 通州台湖店 限时特价，租金月付，近京东总部，经海路，免费班车直达地铁站 开间,22.0,1,柚米寓,1639
整租·第三置业 3室1厅 东南,185.03,3,第三置业,19990
整租·雍景四季 3室2厅 东南,151.35,3,雍景四季,13000
独栋·超级蜂巢（北京） 超级蜂巢 【超级蜂巢物业直租】 精装网红公寓 实体墙 近地铁 包物业取暖 民电 随时看房入住 开间,30.0,1,超级蜂巢（北京）,3250
整租·康桥水郡 1室1厅 西,49.08,1,康桥水郡,6800
整租·臻园 3室2厅 南/北,176.0,3,臻园,26800
整租·上北鑫座 2房间 南,45.0,0,上北鑫座,4400
独栋·超级蜂巢（北京） 超级蜂巢 【超级蜂巢物业直租】 商旅出差 国贸 四惠 CBD 免费开票 可月租 地铁直达 1室1厅,30.0,1,超级蜂巢（北京）,3250
整租·如园北区 3室3厅 南/北,227.0,3,如园北区,26000
整租·向军北里 2室1厅 南/北,54.44,2,向军北里,9000
独栋·方隅服务公寓 天璟方隅公寓 特价房源 年租 93折 免半月房租 交通便利 1室1厅,35.0,1,方隅服务公寓,3172
整租·东四十三条 1室0厅 南/北,25.0,1,东四十三条,4500
独栋·方隅服务公寓 天峰方隅公寓（中骏世界城店） 0中介 门头沟豪华公寓新春特惠立减2k 随时提包入住 开间,42.0,1,方隅服务公寓,4580
整租·京瑞大厦 3室1厅 东南,220.0,3,京瑞大厦,17500
整租·通典铭居 3室2厅 南/西,146.06,3,通典铭居,6500
整租·东方太阳城 1室1厅 南,67.44,1,东方太阳城,3500
整租·十里堡北里 2室1厅 南/北,68.0,2,十里堡北里,5900
独栋·方隅服务公寓 天峰方隅公寓（中骏世界城店） 门头沟豪华公寓年租首月立减2000元  家电齐全 落地大窗 随时入住 开间,37.0,1,方隅服务公寓,4595
整租·望京金茂府 5室2厅 南/北,357.0,5,望京金茂府,65000
独栋·方隅服务公寓 天璟方隅公寓 天璟方隅服务公寓 免费健身台球管家式品质服务首月立减 1室1厅,35.0,1,方隅服务公寓,3339
整租·中海安德鲁斯庄园东区 4室2厅 南/北,288.0,4,中海安德鲁斯庄园东区,26000
独栋·首创和园 繁星社区（欢乐谷店） 拎包入住民水电 24小时安保 直达垡头十里河 1个月起租可月付 1室1厅,34.0,1,首创和园,2951
整租·农丰里 2室1厅 南/北,64.0,2,农丰里,9000
整租·金隅康惠园1号院 1室1厅 东南,47.09,1,金隅康惠园1号院,4200
整租·康泉小区 2室1厅 西南,75.0,2,康泉小区,4200
整租·南湖中园二区 1室1厅 南,69.81,1,南湖中园二区,5100
整租·丰侨公寓 1室1厅 北,66.74,1,丰侨公寓,14500
整租·嘉润花园 2室1厅 南,124.39,2,嘉润花园,8900
整租·龙湖唐宁one 3房间 东/北,88.0,0,龙湖唐宁one,16000
整租·弘善家园 2室1厅 南,78.87,2,弘善家园,5947
整租·首座御园一期 2室1厅 南/北,92.0,2,首座御园一期,4000
整租·北京人家 2室1厅 南/北,81.57,2,北京人家,5500
整租·白广路6号院 2室1厅 西,47.6,2,白广路6号院,7889
整租·三源里北小街 2室1厅 东南,55.71,2,三源里北小街,5200
整租·青年公寓 1室1厅 北,41.7,1,青年公寓,6690
整租·五道口嘉园 2室2厅 西,92.69,2,五道口嘉园,11600
整租·八角北路 2室1厅 南/北,66.43,2,八角北路,4600
整租·五福玲珑居北区 1室0厅 南,38.0,1,五福玲珑居北区,5200
整租·月季园 1室1厅 东,43.42,1,月季园,5500
整租·马坡花园一区 3室2厅 南/西北,148.0,3,马坡花园一区,4500
整租·太月园 2室1厅 东,69.78,2,太月园,10590
整租·蓝星花园 1室0厅 南,30.0,1,蓝星花园,2800
整租·民安小区东直门内北小街 2室1厅 东/西,77.08,2,民安小区东直门内北小街,9800
整租·六里屯北里 2室1厅 南/西/北,62.8,2,六里屯北里,6900
整租·鑫福里小区 1室1厅 西南,38.04,1,鑫福里小区,4890
整租·光熙家园二期 1室1厅 西北,58.67,1,光熙家园二期,6500
整租·皂君东里 2室1厅 东,56.9,2,皂君东里,8138
整租·天通西苑二区 1室1厅 南,62.0,1,天通西苑二区,5560
整租·大拐棒胡同 1室1厅 南,43.5,1,大拐棒胡同,8330
整租·和平里六区 1室1厅 南,47.0,1,和平里六区,5400
整租·东洲家园 2室1厅 东,89.22,2,东洲家园,5393
整租·怡清园 2室1厅 东/西,91.92,2,怡清园,6500
整租·云泽嘉苑 1室1厅 南,43.91,1,云泽嘉苑,2900
整租·莫奈花园 4室2厅 南/北,260.0,4,莫奈花园,19000
整租·将府家园 2室1厅 西南,94.82,2,将府家园,8200
整租·SOHO北京公馆 3室2厅 东/西/北,295.99,3,SOHO北京公馆,43000
整租·柳浪家园北里 1室1厅 南,47.32,1,柳浪家园北里,6000
整租·卓越万科翡翠山晓 5室5厅 南/北,530.0,5,卓越万科翡翠山晓,33000
整租·公园1872 4室2厅 南/北,310.0,4,公园1872,35000
整租·金都心语 1房间 西,48.0,0,金都心语,4100
整租·凤翔四园 3室2厅 南/北,130.81,3,凤翔四园,2600
整租·名都园 2室1厅 南,72.45,2,名都园,9500
整租·来北家园 1室1厅 南,53.35,1,来北家园,4900
整租·红联南村46号院 2室1厅 南,52.4,2,红联南村46号院,6600
整租·南苑村北区 1室1厅 南,56.0,1,南苑村北区,6500
整租·瀛景园 2室1厅 南/北,74.36,2,瀛景园,4000
整租·光华里社区 2室1厅 东,47.28,2,光华里社区,7730
整租·卓越万科翡翠山晓 3室1厅 南/北,89.76,3,卓越万科翡翠山晓,6000
整租·天竺花园 3室2厅 南/北,169.57,3,天竺花园,7500
整租·同仁园 2室1厅 东,62.0,2,同仁园,5730
整租·万泉新新家园 4室2厅 南/北,205.68,4,万泉新新家园,31000
整租·嘉园二里 1室1厅 东南,34.2,1,嘉园二里,5530
整租·东亚创展国际 2房间 东,40.06,0,东亚创展国际,3100
整租·国锐金嵿 5房间 南/北,211.0,0,国锐金嵿,19000
整租·首城国际C区 3室2厅 南/北,174.09,3,首城国际C区,15500
整租·阳光上东滨河花园 3室2厅 南/北,266.0,3,阳光上东滨河花园,45000
整租·方恒国际中心 2房间 东南,211.17,0,方恒国际中心,27000
整租·城乡世纪广场莫尔空间 3房间 北,55.0,0,城乡世纪广场莫尔空间,4000
整租·环卫家园 2室1厅 东,88.76,2,环卫家园,6000
整租·怡海花园富润园 2室1厅 西,69.21,2,怡海花园富润园,5300
整租·裕京花园 5室3厅 南,328.8,5,裕京花园,68000
整租·保利春天派 1房间 西,47.0,0,保利春天派,3000
整租·上营北区 3室2厅 南/北,116.43,3,上营北区,1620
整租·铁道科学研究院 2室1厅 南/北,55.0,2,铁道科学研究院,11600
整租·首开国风美唐综合楼 1房间 南,67.0,0,首开国风美唐综合楼,5800
整租·IDPARK艾迪公园 7房间 西北/北,80.0,0,IDPARK艾迪公园,6900
独栋·怡穗 原木风 拎包入住 原木loft 2室1厅,84.0,2,怡穗,15800
整租·今典花园 1室1厅 西,55.37,1,今典花园,8950
整租·东方太阳城 2室2厅 南/北,110.0,2,东方太阳城,4100
整租·星悦国际 5房间 南/北,164.0,0,星悦国际,7500
整租·红松园北里2号院 3室2厅 南/北,103.62,3,红松园北里2号院,6600
整租·长阳国际城三区 2室1厅 南/北,89.0,2,长阳国际城三区,4000
整租·龙湖唐宁one 4室2厅 东/南/北,279.89,4,龙湖唐宁one,55000
整租·首创澜茵山二期 2室1厅 南/北,110.32,2,首创澜茵山二期,3500
整租·宾阳西里北区 1室1厅 南/北,65.9,1,宾阳西里北区,1550
整租·枫丹壹号二期 4室3厅 跃层 南,240.72,4,枫丹壹号二期,34500
整租·北三环西路48号院 7房间 南/北,244.46,0,北三环西路48号院,35000
整租·滨河馨居 3室1厅 南/北,94.46,3,滨河馨居,2300
整租·西钓鱼台嘉园 4室2厅 东南/西北,216.0,4,西钓鱼台嘉园,32000
独栋·北京宸寓 八里庄店 限时特价 无中介费 可短租月付 押一付一 近国贸 1室1厅,30.0,1,北京宸寓,3700
整租·万科云溪 3室2厅 跃层 南/北,299.97,3,万科云溪,20000
独栋·安家和美 八里庄店 国贸十里堡精品开间，远洋住邦莱锦，京棉，月付可短租，无中介费 1室1厅,25.0,1,安家和美,3700
整租·力鸿花园 2室1厅 西南,97.57,2,力鸿花园,10890
整租·金禧璞瑅 3室2厅 南/北,260.0,3,金禧璞瑅,15000
整租·大西洋新城A区 2室1厅 东南,94.0,2,大西洋新城A区,11500
整租·义宾南区 2室1厅 南/北,60.0,2,义宾南区,2400
整租·丽水嘉园 1室1厅 北,111.94,1,丽水嘉园,18000
整租·艾迪公园 2房间 南,58.25,0,艾迪公园,2900
整租·城北社区 2室1厅 南/北,58.95,2,城北社区,2000
整租·卫生局宿舍楼 2室1厅 南/北,70.0,2,卫生局宿舍楼,2800
整租·松榆西里 2室1厅 西南,64.83,2,松榆西里,6260
独栋·园寓 森林大第家园店 森林大第 两室一厅 6层带阳光房。 2室1厅,115.0,2,园寓,5850
整租·加州水郡二期 2室1厅 复式 南/西/北,94.65,2,加州水郡二期,3900
整租·世界城 1房间 南,57.4,0,世界城,6700
整租·福臻家园南区 3室1厅 南/北,120.0,3,福臻家园南区,7800
整租·远洋一方润园6号院 3室1厅 南/北,88.76,3,远洋一方润园6号院,5200
整租·车道沟南里 2室1厅 东,49.9,2,车道沟南里,6990
整租·东南园 1室1厅 南,35.64,1,东南园,5600
整租·西便门外大街 2室1厅 南,68.4,2,西便门外大街,7800
整租·车道沟社区 2室1厅 南,64.16,2,车道沟社区,8060
整租·双惠苑1号院 2室1厅 南/北,93.0,2,双惠苑1号院,5100
整租·慧忠北里第二社区 2室1厅 南,72.0,2,慧忠北里第二社区,6800
整租·东洲家园 2室1厅 西南,86.61,2,东洲家园,5700
整租·博客园 2室1厅 南/北,94.39,2,博客园,4100
整租·新华街四里 2室1厅 南/北,62.0,2,新华街四里,5200
整租·柴家湾 1室1厅 南,35.29,1,柴家湾,4800
整租·太阳园 2室1厅 东南,97.02,2,太阳园,12000
整租·国瑞城东区 2室1厅 西南,75.16,2,国瑞城东区,9200
整租·希望家园 3室2厅 南/北,126.29,3,希望家园,6000
整租·招商都会湾 4室2厅 南/北,138.26,4,招商都会湾,9300
整租·住总万科橙 2室1厅 南,76.6,2,住总万科橙,5090
整租·天畅园 1室1厅 北,50.72,1,天畅园,6730
整租·Wehouse 6室3厅 南/北,212.0,6,Wehouse,115000
整租·铁路巷 2室1厅 南/北,57.9,2,铁路巷,7000
整租·易构空间 1室1厅 东,44.0,1,易构空间,5230
整租·御墅临枫锦园一区 1室1厅 北,65.0,1,御墅临枫锦园一区,8800
整租·北太平路16号院 2室1厅 南/北,54.1,2,北太平路16号院,7001
整租·东阁雅舍 2室1厅 东南,92.0,2,东阁雅舍,4500
