name,area,category,section,price
独栋·映寓公寓 厦滘店 【3号线】厦滘精装日系简约风大单间 独立阳台 拎包入住 地铁500米民水电 1室1厅,33.0,1,映寓公寓,2000
独栋·华润置地·有巢公寓 科学城店 免租7天 科学城商圈 近南网万孚 网易视源CVTE 科汇金谷 开间,41.0,1,华润置地·有巢公寓,2625
合租·中海誉城北苑 4居室 南卧,14.25,4,中海誉城北苑,1638
独栋·WowWay公寓 北京路店 【公元前600M】地铁1、2号线覆盖！南向阳光温馨房 1室1厅,17.0,1,WowWay公寓,2580
独栋·西柚轻社区 海珠立方店 雅静单间 品质公寓 交通便利 开间,48.0,1,西柚轻社区,2135
独栋·西柚轻社区 海珠立方店 静谧单间 国企商业区 租半年享免费车位 开间,50.0,1,西柚轻社区,2580
整租·盘福路 2室1厅 西南,57.0,2,盘福路,2700
合租·保利罗兰国际 4居室 西卧,6.61,4,保利罗兰国际,1081
整租·广州奥林匹克花园 3室2厅 北,107.0,3,广州奥林匹克花园,4200
合租·保利香雪山花园 5居室 北卧,16.0,5,保利香雪山花园,2131
整租·合一国际 3室1厅 复式 南,52.0,3,合一国际,3700
合租·龙光峰景华庭 4居室 西卧,6.21,4,龙光峰景华庭,1081
整租·云秀幸福花园 3室2厅 南,81.0,3,云秀幸福花园,2000
合租·万科新里程 4居室 北卧,12.76,4,万科新里程,1560
整租·时代新世界 3室2厅 东北,120.99,3,时代新世界,4500
独栋·金地草莓社区 同福西地铁站店 【新年福利-江景阳光大单间-过年期间免租】-拎包入住-沿江路电梯公寓 开间,35.0,1,金地草莓社区,3500
整租·城市家园二期 2室1厅 东,62.0,2,城市家园二期,1500
独栋·映寓公寓 厦滘店 【25分钟直达珠江新城】精装日系简约风大单间 独立阳台 非城中村 拎包入住 3号线 开间,33.5,1,映寓公寓,2000
整租·珠殿苑 2室2厅 南/北,69.0,2,珠殿苑,1800
独栋·繁星里公寓 繁星里亭岗店 【年租送礼包】新店开业特惠！家私家电齐全！一室一厅 1室1厅,63.0,1,繁星里公寓,2780
整租·番禺海伦堡国际公寓 2室2厅 东北,83.0,2,番禺海伦堡国际公寓,2800
独栋·繁星里公寓 繁星里亭岗店 【地铁亭岗200M】阳光单间！独栋物业！安全无忧 开间,28.0,1,繁星里公寓,1550
整租·东圃顺景大厦 1室1厅 东,50.0,1,东圃顺景大厦,2500
独栋·龙湖冠寓 广州科学城店 【南向阳光大单间】押一付一 大落地窗 采光佳 开间,25.0,1,龙湖冠寓,2072
整租·创基丽江国际 4室2厅 东北,108.0,4,创基丽江国际,3000
合租·万科金色梦想 5居室 南卧,6.6,5,万科金色梦想,1081
整租·恒大山水城 2室1厅 东南/南,84.0,2,恒大山水城,1800
独栋·保利和寓 大源店 稀缺一室一厅  南向落地大窗山景房 1室1厅,50.0,1,保利和寓,2200
整租·朗晴居一期 2室1厅 南/北,78.0,2,朗晴居一期,4000
独栋·翰林枫舍 神舟路店 （芯大夏/网易总部附近）日式温暖大单间 1室1厅,35.0,1,翰林枫舍,2850
独栋·乐谷 乐谷公寓 科学城 双地铁6号线与21号线 可短租  开业送30天 开间,24.0,1,乐谷,1600
独栋·翰林枫舍 神舟路店 科汇金谷/绿地中央广场68平一房一厅 1室1厅,68.0,1,翰林枫舍,3500
独栋·繁星里公寓 繁星里亭岗店 新店特惠！！年租送礼包【8号线亭岗上盖】全新装修配置！拎包入住阳光大单间 1室1厅,48.0,1,繁星里公寓,2380
合租·品秀星樾 4居室 东卧,6.19,4,品秀星樾,1039
合租·中海誉城南苑 4居室 南卧,12.0,4,中海誉城南苑,1428
独栋·翰林枫舍 神舟路店 神舟路（地铁5分钟）森系园林大开间 1室1厅,35.0,1,翰林枫舍,2950
整租·新城国际 2室1厅 南,42.08,2,新城国际,3700
独栋·繁星里公寓 繁星里亭岗店 新店特惠！！年租送礼包【8号线亭岗上盖】全新装修配置！拎包入住阳光大单间 1室1厅,48.0,1,繁星里公寓,2380
整租·碧桂园凤凰城凤馨苑 3室2厅 南,101.06,3,碧桂园凤凰城凤馨苑,1785
独栋·繁星里公寓 繁星里亭岗店 【超大空间】28方复式！采光安逸！8号线直达琶洲 1室1厅,56.0,1,繁星里公寓,2480
整租·敏捷上品公馆 1室1厅 南,57.83,1,敏捷上品公馆,2400
独栋·龙湖冠寓 广州科学城店 品牌公寓直租 押一付一 全国换房 近科学城地铁 24h安保 开间,30.0,1,龙湖冠寓,1965
整租·金众江悦府 4室2厅 复式 西南,132.0,4,金众江悦府,2000
合租·品秀星樾 4居室 东卧,6.19,4,品秀星樾,1039
整租·合景花漫里 3室2厅 南,84.62,3,合景花漫里,1800
合租·品秀星樾 5居室 东卧,12.11,5,品秀星樾,1533
整租·中国铁建环球中心 2室1厅 东南,69.0,2,中国铁建环球中心,5800
合租·鸿运花园 4居室 西卧,5.33,4,鸿运花园,1459
整租·绿地越秀海玥 2室1厅 北,76.0,2,绿地越秀海玥,5200
合租·中海誉城南苑 4居室 南卧,12.0,4,中海誉城南苑,1428
整租·云峰学府花园 1室0厅 南,39.09,1,云峰学府花园,1500
独栋·龙湖冠寓 广州科学城店 高楼层 视野无遮挡 可看公园 2站直达天河智慧城 押一付一 开间,30.0,1,龙湖冠寓,2065
整租·保利城 4室2厅 东南/南,154.0,4,保利城,2300
独栋·翰林枫舍 神舟路店 神舟路（地铁5分钟）森系园林大开间 1室1厅,35.0,1,翰林枫舍,2950
整租·保利西悦湾观澜 1室1厅 东北,39.0,1,保利西悦湾观澜,2800
独栋·翰林枫舍 神舟路店 一房一厅（南向） 1室1厅,40.0,1,翰林枫舍,3100
整租·碧桂园琥珀湾 3室2厅 南,98.04,3,碧桂园琥珀湾,1650
独栋·保利和寓 大源店 开业大促 免租30天！！！ 拎包入住 开间,32.0,1,保利和寓,1250
整租·金地香山湖 4室2厅 东南/南,124.0,4,金地香山湖,1600
独栋·龙湖冠寓 广州弘大创意园店 新年特惠 香雪加速器对面/智光员工折扣优惠 开间,40.0,1,龙湖冠寓,1835
独栋·龙湖冠寓 广州弘大创意园店 新年特惠  南向精装大单间 可做饭 无遮挡 加速器员工折扣 开间,50.0,1,龙湖冠寓,1954
独栋·龙湖冠寓 广州猎德大桥店 企业98折  阿里员工特惠房 可短租 直达琶洲 磨碟沙 珠江新城 开间,35.0,1,龙湖冠寓,2899
独栋·广州未来家公寓 未来+公寓 （可短租） 全景落地窗可看小蛮腰47平 1室1厅,47.0,1,广州未来家公寓,2622
独栋·龙湖冠寓 广州万博店一期 短租首选 希音、欢聚bigo、三七互娱 企业折上折 押一付一 开间,40.0,1,龙湖冠寓,1867
合租·保利香槟花园 5居室 东卧,15.0,5,保利香槟花园,3034
独栋·易安居 棠德南店 豪华一房一厅 阳光直射 电梯社区 专人管理 直租无介费 1室1厅,40.0,1,易安居,3130
整租·棠德花苑 2室2厅 北,70.0,2,棠德花苑,3300
独栋·易安居 员村精装公寓直租 超大单间 全采光 开间,20.0,1,易安居,1480
整租·金碧花园第一金碧 2室1厅 东,48.0,2,金碧花园第一金碧,2100
独栋·建方寓 暹岗分店 近地铁 押一付一采光好 品牌公寓  大阳台 无中介费 拎包入住 1室1厅,30.0,1,建方寓,1600
整租·万科欧泊 2室2厅 北,79.89,2,万科欧泊,4200
合租·金域蓝湾 4居室 南卧,7.6,4,金域蓝湾,1186
整租·广州设计之都 1室1厅 南,37.5,1,广州设计之都,3500
合租·华南新城南区 4居室 南卧,12.1,4,华南新城南区,1354
合租·佳兆业城市广场 2居室 西南卧,30.0,2,佳兆业城市广场,1500
合租·群星新邨 5居室 北卧,10.44,5,群星新邨,934
合租·佳兆业城市广场 2居室 南卧,30.0,2,佳兆业城市广场,1300
独栋·龙湖冠寓 广州番禺钟村店 外阳台单间 采光极佳 可短租 押一付一 钟村/祈福/敏捷/金山谷附近 开间,29.0,1,龙湖冠寓,1217
整租·金众江悦府 4室2厅 南,116.0,4,金众江悦府,1400
独栋·晓平公寓 仁厚里店 单间 开间,18.0,1,晓平公寓,475
整租·美心翡翠明庭 3室1厅 西北,76.0,3,美心翡翠明庭,2000
独栋·微社区 赤岗店 全新精装小复式LOFT 1室1厅,15.0,1,微社区,1100
整租·保利城 3室2厅 南,97.0,3,保利城,2200
独栋·广州微公寓 高塘石店 可短租 押一付一 地铁口600米 带阳台 有电梯 1室1厅,35.0,1,广州微公寓,1100
整租·招商臻园 0室4厅 南,118.0,0,招商臻园,3500
独栋·塞纳河五星公寓 龙归店 Loft奶油风复式 私家庭院 实拍直租 1室1厅,35.0,1,塞纳河五星公寓,1598
整租·金科·集美御峰北地块 3室2厅 东南,87.0,3,金科·集美御峰北地块,1800
独栋·你寓 大石二店（喜A栋） 喜A栋07一房户型 1室1厅,43.0,1,你寓,1680
整租·骏景花园 5室1厅 复式 北,259.0,5,骏景花园,10000
独栋·米家美寓 大学城六店 民用电O栋阳光单间（芝麻分550+可押1） 开间,15.0,1,米家美寓,699
独栋·1927公寓 棠溪店 近百信广场南向阳台采光高层大复式 1室1厅,40.0,1,1927公寓,2200
独栋·佳和公馆 水悦城店 近地铁 一房 可养宠 管家服务 免费公区 1室1厅,37.0,1,佳和公馆,1750
独栋·穗窝逸家 大学城总店 近主街道 LOFT单间 拎包入住 2个月起租 开间,18.0,1,穗窝逸家,800
独栋·唯家公寓· 员岗中路店 LOFT户型 员岗地铁口80米 万博商圈 距省妇幼500米 1室1厅,40.0,1,唯家公寓·,1980
独栋·渥公寓 京溪店 圣地大厦、采光好、电梯、近地铁、独立厨卫 开间,25.0,1,渥公寓,1440
独栋·铭居 芊朵国际公寓 阳光大开间，民水民电 开间,40.0,1,铭居,1400
整租·万科欧泊 3室2厅 东南,94.21,3,万科欧泊,4400
独栋·米家美寓 大学城六店 民用电O栋阳光单间（芝麻分550+可押1） 开间,15.0,1,米家美寓,699
整租·汇东国际花园 1室1厅 北,57.0,1,汇东国际花园,1600
独栋·1927公寓 棠溪店 近百信广场南向阳台采光高层大复式 1室1厅,40.0,1,1927公寓,2200
整租·新港中路 1室1厅 南/北,45.0,1,新港中路,2100
独栋·佳和公馆 水悦城店 近地铁 一房 可养宠 管家服务 免费公区 1室1厅,37.0,1,佳和公馆,1750
整租·荟贤大厦 1室1厅 西,55.49,1,荟贤大厦,3200
独栋·穗窝逸家 大学城总店 近主街道 LOFT单间 拎包入住 2个月起租 开间,18.0,1,穗窝逸家,800
整租·骏景花园 5室1厅 复式 北,259.0,5,骏景花园,10000
独栋·唯家公寓· 员岗中路店 LOFT户型 员岗地铁口80米 万博商圈 距省妇幼500米 1室1厅,40.0,1,唯家公寓·,1980
整租·南沙万达广场 3室2厅 东南,99.0,3,南沙万达广场,2800
独栋·渥公寓 京溪店 圣地大厦、采光好、电梯、近地铁、独立厨卫 开间,25.0,1,渥公寓,1440
整租·实地蔷薇国际 3室2厅 西北,87.0,3,实地蔷薇国际,1600
独栋·铭居 芊朵国际公寓 阳光大开间，民水民电 开间,40.0,1,铭居,1400
整租·万科柏悦湾 3室2厅 南,101.0,3,万科柏悦湾,5000
独栋·泊寓 尚城 【1个月起租】楼下商场，长租公寓，阳光复式B，夏园公寓新出租 1室1厅,21.5,1,泊寓,1453
整租·锦绣御景国际四期 3室2厅 南,118.53,3,锦绣御景国际四期,2500
独栋·科晟青年社区 水西店 双旦节特惠！品牌公寓  精致单间 ！毕业季限时特惠 开间,36.0,1,科晟青年社区,1500
整租·珠光御景山水城 3室1厅 南,104.0,3,珠光御景山水城,2500
独栋·科晟国际社区 香雪一店 香雪地铁口复式无中介 1室1厅,38.0,1,科晟国际社区,2625
整租·敏捷锦绣天伦 2室2厅 北,75.0,2,敏捷锦绣天伦,2500
独栋·凯寓青年社区 龙洞东街东华二巷 全新阳光一房一厅，近植物园地铁，房东直租 1室1厅,60.0,1,凯寓青年社区,2180
整租·奥园康威广场 2室1厅 西北,51.0,2,奥园康威广场,1600
独栋·南都物业 同和店 同和路边电梯采光豪装一居室 干湿分离 直租 1室1厅,30.0,1,南都物业,2090
合租·珠江帝景苑 5居室 北卧,17.5,5,珠江帝景苑,3181
合租·新月明珠花园 4居室 南卧,12.6,4,新月明珠花园,1785
独栋·保利和寓 智慧城店 朝南户型 带阳台 可晾衣服 阳光好 1室1厅,21.0,1,保利和寓,1960
整租·保利鱼珠港南区 2室1厅 东,112.47,2,保利鱼珠港南区,8116
整租·富力半岛 1室1厅 东北,49.42,1,富力半岛,4294
整租·蓝色康园 1室1厅 北,38.82,1,蓝色康园,3675
整租·万科幸福荟 4室1厅 南,94.0,4,万科幸福荟,2700
整租·麓景路 3室1厅 北,102.0,3,麓景路,5200
整租·广信金兰花园 2室1厅 南,78.0,2,广信金兰花园,3100
整租·时代天韵（黄埔） 3室2厅 北,88.0,3,时代天韵（黄埔）,3500
整租·正升星荟 1室1厅 东南,48.5,1,正升星荟,2100
整租·远洋宾馆宿舍大院 3室2厅 南,106.0,3,远洋宾馆宿舍大院,4900
整租·金众江悦府 4室2厅 西北,100.0,4,金众江悦府,1500
整租·招商城市主场 2室1厅 西,50.0,2,招商城市主场,3500
整租·阳光城丽景湾 3室2厅 东北,131.0,3,阳光城丽景湾,2700
整租·琶洲新村公寓 3室2厅 南,110.0,3,琶洲新村公寓,6970
整租·南雅苑 5室2厅 南/北,76.0,5,南雅苑,5500
整租·碧桂园凤凰城凤锦苑 4室2厅 东北,198.0,4,碧桂园凤凰城凤锦苑,4200
整租·云星钱隆天誉 3室2厅 东南,125.0,3,云星钱隆天誉,2800
整租·时代长岛 2室2厅 南,68.0,2,时代长岛,2000
整租·天伦花园 1室1厅 西,27.0,1,天伦花园,3700
整租·敏捷上城商务中心 1室1厅 东北,50.0,1,敏捷上城商务中心,3500
整租·雄峰城 2室2厅 南,51.0,2,雄峰城,3300
整租·越秀臻荣府 3室2厅 南,99.0,3,越秀臻荣府,3800
整租·骏威锦东花园B区 4室2厅 北,220.0,4,骏威锦东花园B区,4800
整租·绿城·江府海棠 4室2厅 东南,101.0,4,绿城·江府海棠,2800
整租·富力桃园 3室2厅 东南,91.2,3,富力桃园,4200
整租·保利拾光年 2室2厅 南,62.0,2,保利拾光年,2100
整租·碧桂园凤凰城凤凰名苑 3室1厅 东南,97.0,3,碧桂园凤凰城凤凰名苑,2200
整租·萝岗奥园广场 2室1厅 东,45.0,2,萝岗奥园广场,2800
整租·麓苑路 2室1厅 东南,60.0,2,麓苑路,3500
整租·祈福新村湖景居 3室1厅 北,86.6,3,祈福新村湖景居,2800
整租·小新塘大未来 2室2厅 西南,77.0,2,小新塘大未来,3600
整租·麒麟新城 3室2厅 南,82.0,3,麒麟新城,1700
整租·万科金色里程 3室2厅 南/北,87.04,3,万科金色里程,1200
整租·敏捷上城商务中心 1室1厅 西北,112.0,1,敏捷上城商务中心,8000
整租·花语阳光花园 3室1厅 北,100.0,3,花语阳光花园,3000
合租·华标广场 5居室 南卧,11.82,5,华标广场,2026
整租·黄埔中央城 3室1厅 南,96.69,3,黄埔中央城,4504
整租·琶洲新村公寓 1室2厅 北,56.0,1,琶洲新村公寓,5300
合租·富力桃园 3居室 东卧,7.7,3,富力桃园,1459
整租·广州奥林匹克花园 1室0厅 南,10.0,1,广州奥林匹克花园,700
整租·逢源路 1室1厅 南,35.0,1,逢源路,2800
合租·盈彩美居 4居室 南卧,14.13,4,盈彩美居,1792
合租·珠江帝景苑 4居室 北卧,6.7,4,珠江帝景苑,1638
合租·滨江瑞城 4居室 南卧,12.2,4,滨江瑞城,1816
整租·东环新天地 4室1厅 南,128.0,4,东环新天地,4000
合租·自在城市花园一二期 4居室 东南卧,8.75,4,自在城市花园一二期,1354
整租·跑马地大厦 1室2厅 西,158.0,1,跑马地大厦,12700
合租·五华大厦 4居室 南卧,15.77,4,五华大厦,2583
整租·华润置地·瑞府 4室2厅 南,110.0,4,华润置地·瑞府,2800
整租·龙津西路 1室1厅 东,35.0,1,龙津西路,1900
合租·云景花园云桂苑 4居室 北卧,13.9,4,云景花园云桂苑,2089
整租·时代印象 1室0厅 东,12.72,1,时代印象,300
整租·广州敏捷绿湖首府三期 3室2厅 南,108.64,3,广州敏捷绿湖首府三期,1400
合租·富和花园 3居室 北卧,10.1,3,富和花园,1428
整租·金地荔湖城公园上城 3室2厅 南,108.0,3,金地荔湖城公园上城,1300
整租·荔富湖畔 3室2厅 南,97.0,3,荔富湖畔,2000
整租·实地蔷薇国际 3室2厅 南,94.0,3,实地蔷薇国际,1200
整租·荔湾路 3室1厅 南,92.0,3,荔湾路,3300
合租·岭南新世界 4居室 南卧,9.96,4,岭南新世界,1564
合租·梅宾大厦 5居室 北卧,15.06,5,梅宾大厦,1711
整租·丽江花园如英居 3室2厅 东南,122.0,3,丽江花园如英居,8500
整租·中海联同福睿府 1室0厅 东南,12.0,1,中海联同福睿府,1320
整租·金碧湾 2室1厅 东南,72.0,2,金碧湾,5000
整租·方圆月岛轩 4室2厅 南,170.0,4,方圆月岛轩,23000
整租·实地常春藤 3室2厅 南,86.0,3,实地常春藤,2125
整租·富力盈力大厦 1室0厅 南,12.0,1,富力盈力大厦,1000
合租·金域蓝湾 4居室 西卧,8.2,4,金域蓝湾,1354
整租·南华东路 2室1厅 东南,60.0,2,南华东路,1800
整租·瑞华大厦 3室1厅 东,108.0,3,瑞华大厦,5300
整租·东尚明苑 3室1厅 南,91.0,3,东尚明苑,4200
整租·顺德碧桂园芷兰湾 3室1厅 南,97.0,3,顺德碧桂园芷兰湾,2400
合租·华南新城南区 4居室 西北卧,11.33,4,华南新城南区,1396
整租·机安宿舍 3室1厅 东南,65.0,3,机安宿舍,1500
整租·金碧新城 1室0厅 南,12.0,1,金碧新城,900
合租·骏景花园 4居室 北卧,5.4,4,骏景花园,1249
整租·猎德花园1区 4室2厅 南,150.0,4,猎德花园1区,13300
合租·侨怡苑 4居室 北卧,12.1,4,侨怡苑,1984
整租·天立俊园 2室1厅 北,130.55,2,天立俊园,6800
整租·先烈南路青龙坊 2室1厅 东/北,60.0,2,先烈南路青龙坊,3500
合租·文冲安置房七期 4居室 南卧,9.58,4,文冲安置房七期,1459
整租·宏康小筑 3室2厅 南,98.0,3,宏康小筑,1980
整租·五矿招商·鹭山府 4室1厅 南,116.0,4,五矿招商·鹭山府,6800
合租·文冲新村一、二期 4居室 东卧,7.65,4,文冲新村一、二期,1190
合租·保利罗兰国际 4居室 东卧,6.1,4,保利罗兰国际,1081
合租·石化生活区 4居室 南卧,12.17,4,石化生活区,1323
整租·东华东路 2室1厅 南/北,47.94,2,东华东路,3000
合租·珠岛花园 4居室 西卧,12.0,4,珠岛花园,2163
整租·龙光棕榈水岸南区 2室1厅 南/北,57.0,2,龙光棕榈水岸南区,2000
合租·阳光都会广场 4居室 东卧,15.9,4,阳光都会广场,2299
合租·骏景花园 4居室 南卧,5.89,4,骏景花园,1291
合租·东怡新区东景园 4居室 西卧,12.5,4,东怡新区东景园,1816
整租·锦绣香江花园山水华府 4室2厅 东北,245.0,4,锦绣香江花园山水华府,12500
整租·万科里享家 3室2厅 南/北,94.2,3,万科里享家,2400
合租·瑞东花园 4居室 西卧,5.52,4,瑞东花园,1081
整租·省电力一局 3室2厅 南,78.1,3,省电力一局,1500
整租·东华西路 2室1厅 东,40.0,2,东华西路,1600
整租·时代柏林 1室0厅 南,12.0,1,时代柏林,500
整租·黄陂新村西区 5室2厅 北,150.0,5,黄陂新村西区,3700
整租·佳兆业城市广场 1室0厅 东南/西北,11.0,1,佳兆业城市广场,450
整租·侨爱苑 1室1厅 东南,80.0,1,侨爱苑,2900
整租·中交国际邮轮广场 0室0厅 东南,449.3,0,中交国际邮轮广场,62000
整租·实地常春藤 5室2厅 南,140.0,5,实地常春藤,3500
合租·东漖新村 4居室 西南卧,10.6,4,东漖新村,1428
整租·银星花园 3室2厅 东南/南,109.0,3,银星花园,2900
整租·中交汇通中心 2室1厅 北,68.0,2,中交汇通中心,2700
整租·万科幸福荟 3室1厅 东南,95.0,3,万科幸福荟,2500
整租·招商雍景湾北区 3室2厅 东北,89.0,3,招商雍景湾北区,2600
合租·恒宝华庭 3居室 西卧,5.69,3,恒宝华庭,1501
合租·会展世界城 5居室 南卧,9.5,5,会展世界城,1953
整租·越秀·天悦江湾 4室2厅 复式 南,131.9,4,越秀·天悦江湾,13000
整租·白云高尔夫花园西区 3室2厅 北,86.0,3,白云高尔夫花园西区,3300
整租·璟泰大厦 2室1厅 南,78.0,2,璟泰大厦,6500
整租·书苑楼 4室2厅 南/北,175.0,4,书苑楼,2900
整租·保利中航城二期 3室2厅 南,96.0,3,保利中航城二期,1700
合租·广信华景大厦 4居室 北卧,7.52,4,广信华景大厦,1816
整租·芳村大道东 3室2厅 东南,115.0,3,芳村大道东,3300
整租·领南星河荣誉 3室2厅 东南,98.0,3,领南星河荣誉,1800
合租·嘉仕花园东区 3居室 西卧,18.52,3,嘉仕花园东区,2058
合租·蓝色快线 4居室 北卧,7.3,4,蓝色快线,1606
整租·光大花园中海锦榕湾 1室0厅 东南/南/西南,12.0,1,光大花园中海锦榕湾,1600
整租·南国奥园 1室0厅 南,12.0,1,南国奥园,450
合租·保利罗兰国际 4居室 西卧,7.3,4,保利罗兰国际,1218
整租·合生湖山国际2-3期 3室2厅 东南,138.0,3,合生湖山国际2-3期,2300
整租·富力泉天下 2室2厅 东北,83.0,2,富力泉天下,1300
整租·中颐海伦堡花样年华二期 2室2厅 东南,113.0,2,中颐海伦堡花样年华二期,4900
合租·骏景花园 3居室 北卧,14.6,3,骏景花园,1816
整租·中颐海伦堡花样年华二期 2室2厅 南,113.0,2,中颐海伦堡花样年华二期,4600
整租·耀星华庭 2室1厅 北,89.53,2,耀星华庭,7066
整租·先烈南路青菜东街 2室1厅 南,65.0,2,先烈南路青菜东街,3400
合租·锦绣生态园 3居室 南卧,12.0,3,锦绣生态园,1354
整租·越秀明珠天悦江湾 3室2厅 南,90.0,3,越秀明珠天悦江湾,4000
合租·德欣小区 3居室 南卧,17.3,3,德欣小区,2124
整租·锦尚蓬莱苑 3室2厅 南/北,105.0,3,锦尚蓬莱苑,4000
合租·骏景花园 4居室 南卧,12.0,4,骏景花园,1743
整租·鸿基花园 2室1厅 南,58.0,2,鸿基花园,2200
合租·德欣小区 3居室 北卧,10.13,3,德欣小区,1879
整租·金碧新城 1室0厅 南,12.0,1,金碧新城,1100
整租·越秀明珠天悦江湾 3室2厅 南,98.0,3,越秀明珠天悦江湾,2700
整租·越秀国际总部广场 1室2厅 南,43.0,1,越秀国际总部广场,3600
整租·叠溪花园 3室2厅 南,95.0,3,叠溪花园,1400
整租·中海香樟墅  5室2厅 复式 南,325.0,5,中海香樟墅,3500
整租·金科博翠明珠 4室2厅 南/北,129.0,4,金科博翠明珠,4500
整租·南沙万达广场 2室1厅 东南/南,62.0,2,南沙万达广场,2300
合租·豫章苑 4居室 南卧,10.56,4,豫章苑,1354
整租·中交蓝色海湾 4室2厅 东南,135.0,4,中交蓝色海湾,3900
整租·中交汇通中心 1室1厅 东南,51.0,1,中交汇通中心,1500
整租·敏捷星漫公馆  5室2厅 南,103.0,5,敏捷星漫公馆,5200
合租·品秀星樾 4居室 南卧,14.52,4,品秀星樾,1606
整租·天河新天地 1室1厅 东南/南,79.0,1,天河新天地,7500
合租·新世界东逸花园 4居室 北卧,13.38,4,新世界东逸花园,2688
合租·富基广场A区 3居室 北卧,7.87,3,富基广场A区,1774
整租·金迪城市花园 1室0厅 东,13.0,1,金迪城市花园,700
整租·山水庭苑 4室2厅 北,278.0,4,山水庭苑,9300
整租·汇侨新城北区 3室1厅 东南,71.0,3,汇侨新城北区,2700
合租·云景花园云桂苑 4居室 东南卧,9.1,4,云景花园云桂苑,1459
整租·南沙奥园 3室2厅 东南,132.0,3,南沙奥园,2900
整租·省总工会宿舍 2室1厅 南/北,78.0,2,省总工会宿舍,4000
合租·东方名都花园 5居室 东卧,12.7,5,东方名都花园,1249
合租·广州雅居乐花园天域锦园 4居室 西南卧,6.8,4,广州雅居乐花园天域锦园,1249
整租·君华香柏广场 1室0厅 南,25.8,1,君华香柏广场,2100
合租·天誉花园 3居室 南卧,9.45,3,天誉花园,2131
整租·广州敏捷绿湖首府 3室2厅 北,106.69,3,广州敏捷绿湖首府,1200
合租·高教花园 4居室 东卧,10.5,4,高教花园,2163
整租·南浦海滨花园 4室2厅 跃层 东南/南,112.97,4,南浦海滨花园,4200
整租·中信乐涛苑 0室1厅 南/北,10.0,0,中信乐涛苑,1000
合租·荟雅苑 4居室 东卧,11.8,4,荟雅苑,2089
整租·黄埔中央城 3室1厅 南,96.69,3,黄埔中央城,4504
整租·利雅湾 3室2厅 南,151.0,3,利雅湾,12000
合租·富力桃园 3居室 东卧,7.7,3,富力桃园,1459
整租·富力悦禧花园 3室2厅 南,99.0,3,富力悦禧花园,2700
整租·宝泉大厦 4室2厅 东南,107.0,4,宝泉大厦,5200
整租·岭南湾畔 3室1厅 南,93.0,3,岭南湾畔,6500
合租·盈嘉花园 4居室 东北卧,15.14,4,盈嘉花园,2824
合租·海景中心 4居室 南卧,10.38,4,海景中心,1606
整租·中国铁建国际花园 4室2厅 南/北,112.0,4,中国铁建国际花园,2400
