name,area,category,section,price
独栋·窝趣轻社区 大浪阳台山东 新店开业特惠 新签送豪华入住大礼包 开间,20.0,6,窝趣轻社区,2430
独栋·窝趣轻社区 大浪阳台山东 12月热推房源 特价88折 可短租！ 开间,15.0,6,窝趣轻社区,1680
独栋·深圳时代公寓· 观澜店 大为股份科技园 内 精装一房一厅 超大阳台 拎包入住 1室1厅,47.0,2,深圳时代公寓·,2780
独栋·安居乐寓 新和二店 【19-19】押一付一、民水民电！采光无敌！拎包入住 1室1厅,14.6,4,安居乐寓,1514
独栋·安居乐寓 上沙龙秋店 温馨舒适两房一厅，精装公寓，中洲湾附近 2室1厅,35.87,2,安居乐寓,3991
独栋·安居乐寓 民治店（白石龙二区） 可短租近地铁民水电精装修单间秒杀特惠 开间,11.5,1,安居乐寓,1431
独栋·安居乐寓 桥头店（桥南新区） 国企直租 桥头地铁站 两室一厅免中介 可短租3-5 2室1厅,33.0,2,安居乐寓,2214
独栋·安居乐寓 大浪店（华侨新村一区） 三合华侨1-145 03带特价带福利单间 开间,20.0,1,安居乐寓,986
整租·百仕达东郡 1室1厅 西,49.0,1,百仕达东郡,5000
整租·深航幸福花园 3室2厅 南,90.0,3,深航幸福花园,4300
整租·半山臻境 3室1厅 南,115.0,3,半山臻境,13800
整租·颐翠名庭 4室2厅 南,108.0,4,颐翠名庭,5300
整租·鸿景春天花园二期 3室2厅 南,79.38,3,鸿景春天花园二期,2800
整租·深城公寓 1室1厅 南,39.0,1,深城公寓,3000
整租·倚山时代雅居 2室2厅 复式 西南,33.0,2,倚山时代雅居,2800
整租·城市3米6公寓 1室1厅 东,35.0,1,城市3米6公寓,3900
整租·和成嘉业 3室1厅 北,81.88,3,和成嘉业,5988
整租·鸿荣源博誉府 3室2厅 南,97.0,3,鸿荣源博誉府,8000
整租·趣园 1室0厅 北,52.0,1,趣园,5700
整租·前海嘉里中心 2室1厅 东南,120.0,2,前海嘉里中心,18000
独栋·安居乐寓 桥头店（桥南新区） 国企品牌精装一房一厅首次出租 押一付一 可短租 7-3 1室1厅,25.0,1,安居乐寓,1181
独栋·安居乐寓 鹤洲一店（鹤洲旧村） 国企直租 近地铁 精装修 阳光好特惠一房一厅 可短租1-6 1室1厅,30.0,2,安居乐寓,1379
独栋·安居乐寓 福永七店（兴围社区） 可短租 近机场双地铁 阳光阳台一居室 2-1栋03 1室1厅,24.0,6,安居乐寓,1625
整租·佳兆业时代大厦 1室1厅 南,46.0,1,佳兆业时代大厦,2200
整租·京基御景华城 1室0厅 南,28.0,1,京基御景华城,3100
独栋·恒星公寓 赤湾店 可短租位精装修一房一厅（海景房）01 1室1厅,44.0,1,恒星公寓,4266
独栋·恒星公寓 赤湾店 年底特惠可短租（大单间通燃气，可养宠物） 开间,44.0,1,恒星公寓,3686
独栋·邦舍公寓 南山店 【物业直租】电梯公寓整租1个月起租 1室1厅,30.0,2,邦舍公寓,3875
独栋·招商蛇口品牌公寓 壹间槟榔园二期 【半年起租】蛇口地铁房 干湿分离 开间,39.0,4,招商蛇口品牌公寓,5721
独栋·招商蛇口品牌公寓 壹间槟榔园二期 【半年起租】浪漫一房 花园式小区 1室1厅,39.0,2,招商蛇口品牌公寓,5771
独栋·华润置地·有巢公寓 深圳宝安机场21栋店 年末一口价866元直租，无杂费，1个月起租 开间,18.0,1,华润置地·有巢公寓,866
独栋·源悦里服务式公寓 福田中心 3/7号线石厦地铁口 留深过年月租优选 开间,20.0,2,源悦里服务式公寓,2389
独栋·金地草莓社区 横岭旗舰店 近4号线白石龙 民治天虹 电梯采光一房一厅 押一付一 1室1厅,25.0,1,金地草莓社区,2250
独栋·金地草莓社区 梅林3店 【限时特价】可短租温馨单间 无中介费 押一付一 开间,18.0,1,金地草莓社区,1500
独栋·金地草莓社区 梅林3店 【近卓悦汇】户型方正精致单间  押一付一  直租免管理费 开间,22.0,1,金地草莓社区,1580
独栋·金地草莓社区 梅林3店 【春节特惠】采光好带阳台单间 水电便宜 无中介费 开间,28.0,1,金地草莓社区,2380
整租·MR.91公馆 1室1厅 南,38.0,1,MR.91公馆,3790
整租·光明峰荟 3室2厅 东南,78.0,3,光明峰荟,4200
整租·旭飞华天苑 1室1厅 北,31.9,1,旭飞华天苑,2800
整租·勤诚达正大城 3室2厅 西南,143.0,3,勤诚达正大城,6800
整租·金融街华发·融御花园 4室2厅 东南,125.0,4,金融街华发·融御花园,6500
整租·深业泰然观澜玫瑰苑 1室0厅 东南,38.0,1,深业泰然观澜玫瑰苑,2400
整租·泰华豪园 3室2厅 南,105.29,3,泰华豪园,6000
整租·新天富山海华庭 3室2厅 东南/南,89.0,3,新天富山海华庭,4900
整租·万科天誉 3室2厅 东南,88.0,3,万科天誉,4300
整租·汇景豪苑 2室1厅 东北,66.0,2,汇景豪苑,6600
整租·凯旋天玺名庭 2室1厅 东,51.0,2,凯旋天玺名庭,4500
整租·中泰燕南名庭 1室1厅 南,52.0,1,中泰燕南名庭,5500
整租·港城华庭 3室2厅 南,89.0,3,港城华庭,8800
整租·花样年家天下 3室2厅 东南,95.0,3,花样年家天下,3500
整租·仁恒梦公园 1室1厅 北,38.48,1,仁恒梦公园,2500
整租·青青家园 3室2厅 东,120.0,3,青青家园,3600
合租·槟城西岸 4居室 西南卧,30.0,4,槟城西岸,2800
合租·滨海之窗 1居室 西南卧,13.5,1,滨海之窗,3000
整租·园景花园 3室2厅 东南,142.05,3,园景花园,4300
整租·丹枫白露城东1号 1室1厅 南,69.0,1,丹枫白露城东1号,5000
合租·京光海景花园 4居室 西南卧,25.0,4,京光海景花园,2500
整租·水云间雅居 1室1厅 南,57.53,1,水云间雅居,3500
整租·赛格ECO中心 3室2厅 东南,110.0,3,赛格ECO中心,4500
整租·翔龙御庭 3室2厅 南,110.0,3,翔龙御庭,6700
整租·花样年家天下 3室2厅 东南,95.0,3,花样年家天下,3500
整租·仁恒梦公园 1室1厅 北,38.48,1,仁恒梦公园,2500
整租·青青家园 3室2厅 东,120.0,3,青青家园,3600
合租·槟城西岸 4居室 西南卧,30.0,4,槟城西岸,2800
合租·滨海之窗 1居室 西南卧,13.5,1,滨海之窗,3000
整租·园景花园 3室2厅 东南,142.05,3,园景花园,4300
整租·丹枫白露城东1号 1室1厅 南,69.0,1,丹枫白露城东1号,5000
合租·京光海景花园 4居室 西南卧,25.0,4,京光海景花园,2500
整租·水云间雅居 1室1厅 南,57.53,1,水云间雅居,3500
整租·翔龙御庭 3室2厅 南,110.0,3,翔龙御庭,6700
整租·赛格ECO中心 3室2厅 东南,110.0,3,赛格ECO中心,4500
整租·远洋新干线二期 3室2厅 东南,89.0,3,远洋新干线二期,3600
整租·怡静苑 3室2厅 东,98.27,3,怡静苑,9000
整租·金色都汇 1室0厅 西北,20.0,1,金色都汇,3300
整租·松泉公寓 2室1厅 南,58.0,2,松泉公寓,3800
整租·蔚蓝海岸2期 4室2厅 东,157.45,4,蔚蓝海岸2期,9000
整租·翠景山庄 2室2厅 南,67.0,2,翠景山庄,5600
整租·锦绣时代广场 1室1厅 西南,28.0,1,锦绣时代广场,3100
整租·珑禧 4室2厅 南,137.1,4,珑禧,5500
整租·双御雅轩 2室1厅 南,61.75,2,双御雅轩,6500
整租·粤海新村 2室2厅 南,76.0,2,粤海新村,4800
整租·麓港国际 3室1厅 跃层 西北,63.0,3,麓港国际,3400
整租·光明1号 4室2厅 西北,125.0,4,光明1号,6000
整租·龙丽园 3室1厅 西南,82.0,3,龙丽园,7000
整租·水岸新都四五期 6室2厅 南/北,253.0,6,水岸新都四五期,11000
整租·万科时代广场 2室2厅 东南,66.0,2,万科时代广场,3700
整租·御峰园 4室3厅 南,168.0,4,御峰园,15000
整租·新丰大厦 3室2厅 西南,103.0,3,新丰大厦,7000
整租·君临海域 3室2厅 东南,78.0,3,君临海域,6800
整租·海山居 4室2厅 南,138.0,4,海山居,6300
整租·君临海域 3室2厅 东南,78.0,3,君临海域,6800
整租·紫薇花园南区 3室2厅 南,95.0,3,紫薇花园南区,2800
整租·八卦岭宿舍 1室0厅 南,30.0,1,八卦岭宿舍,2200
整租·国展苑 2室2厅 北,73.17,2,国展苑,3500
整租·华强花园 4室2厅 东北,142.0,4,华强花园,14000
整租·远洋新天地水岸花园 1室1厅 东南,45.0,1,远洋新天地水岸花园,2400
整租·翠景山庄 3室2厅 南,96.0,3,翠景山庄,7300
整租·布心花园三区 2室1厅 南,78.0,2,布心花园三区,4200
整租·翠竹苑 1室1厅 南,108.0,1,翠竹苑,2600
整租·绿景美景广场 3室2厅 复式 南,96.0,3,绿景美景广场,19800
整租·佳兆业新都汇 3室2厅 东南,89.0,3,佳兆业新都汇,6500
整租·帝港海湾豪园 2室2厅 南,66.77,2,帝港海湾豪园,6200
整租·碧馨苑 2室2厅 西,71.0,2,碧馨苑,7200
整租·半岛城邦花园一期 4室2厅 南,137.0,4,半岛城邦花园一期,17500
整租·万豪御景苑 2室1厅 南,35.0,2,万豪御景苑,4500
整租·深铁懿府三期 5室2厅 南,243.24,5,深铁懿府三期,45000
整租·京基一百大厦 1室1厅 西,43.0,1,京基一百大厦,5300
整租·栖游记 2室1厅 复式 南,57.3,2,栖游记,6300
整租·万科麓城三期 3室2厅 南,88.27,3,万科麓城三期,5800
整租·仁恒梦公园 4室1厅 东南,65.54,4,仁恒梦公园,4200
整租·世纪春城一期 2室2厅 南,76.0,2,世纪春城一期,5200
整租·维富大厦 2室2厅 东北,73.14,2,维富大厦,4800
整租·南园枫叶国际广场 2室1厅 南,42.0,2,南园枫叶国际广场,6500
整租·碧海富通城三期 1室0厅 南,41.0,1,碧海富通城三期,3600
整租·中洲湾-中洲滨海商业中心 1室1厅 西南,47.0,1,中洲湾-中洲滨海商业中心,7300
整租·世纪春城四期 4室2厅 东南,123.59,4,世纪春城四期,7000
整租·莲花二村 3室2厅 南/北,83.0,3,莲花二村,6800
整租·嘉湖新都 1室1厅 南/北,31.91,1,嘉湖新都,3500
整租·潜龙曼海宁花园北区 1室1厅 南,49.0,1,潜龙曼海宁花园北区,4700
整租·润城花园 2室2厅 南,82.0,2,润城花园,6500
整租·鸿荣源尚峻御园 3室2厅 东南,94.0,3,鸿荣源尚峻御园,7800
整租·鹏盛村 1室1厅 北,41.81,1,鹏盛村,3500
整租·万德居 4室2厅 东南,122.0,4,万德居,9500
整租·众孚大厦 2室2厅 东南,78.0,2,众孚大厦,6500
整租·绿景虹湾 2室1厅 东北,52.0,2,绿景虹湾,7000
整租·新一代国际公寓 1室1厅 北,38.0,1,新一代国际公寓,5000
整租·友联花园 3室1厅 东南,78.0,3,友联花园,3400
整租·豪方天际花园 5室2厅 南,125.0,5,豪方天际花园,14500
整租·福海苑 2室2厅 南,64.0,2,福海苑,5700
整租·东都雅苑 4室2厅 南,124.0,4,东都雅苑,5700
整租·碧海蓝天明苑 2室1厅 西北,65.1,2,碧海蓝天明苑,4200
整租·岗厦汇花园 3室1厅 西北,100.0,3,岗厦汇花园,14900
整租·金盾花园 1室0厅 东南,26.0,1,金盾花园,2000
整租·中海观园 3室2厅 东南,96.0,3,中海观园,4500
整租·翠竹苑 1室0厅 东,33.0,1,翠竹苑,2800
整租·天玑公馆 2室1厅 东南,40.0,2,天玑公馆,3500
整租·宏浩花园 3室2厅 西南,181.0,3,宏浩花园,17000
整租·文峰华庭 4室2厅 南,125.0,4,文峰华庭,6800
整租·福田大厦 2室1厅 东,115.0,2,福田大厦,8500
整租·裕安花园 3室2厅 东南,86.0,3,裕安花园,5000
整租·HBC汇隆中心 2室2厅 东南,59.0,2,HBC汇隆中心,7100
整租·青青家园 3室2厅 东,106.0,3,青青家园,3200
整租·锦绣东方 3室2厅 南,86.0,3,锦绣东方,4800
整租·超核中心润府 3室2厅 东南,99.0,3,超核中心润府,8500
整租·宝城花园 4室2厅 南,104.0,4,宝城花园,5200
整租·京基御景华城 1室0厅 南,35.0,1,京基御景华城,3600
整租·远洋新天地T10 1室1厅 东南,42.0,1,远洋新天地T10,2200
整租·京基御景峯 4室2厅 东南,180.0,4,京基御景峯,12000
整租·山泉小区 2室1厅 南,50.0,2,山泉小区,2800
整租·恒大天玺公馆 1室0厅 东,44.0,1,恒大天玺公馆,5000
整租·天利明园大厦 2室1厅 西南,46.0,2,天利明园大厦,2700
整租·万科云城 2室1厅 北,62.0,2,万科云城,7800
整租·新亚洲国利大厦 1室1厅 北,42.0,1,新亚洲国利大厦,8000
独栋·星窝青年公寓 梅龙店E区 高层视野开阔采光无遮挡有燃气一房一厅 1室1厅,38.0,1,星窝青年公寓,1750
整租·书香门第名苑 3室2厅 复式 西北,97.0,3,书香门第名苑,6800
独栋·星窝青年公寓 梅龙店E区 龙华壹方天地高品质温馨单间可做饭 开间,42.0,1,星窝青年公寓,2000
整租·圆梦园 2室2厅 东,75.35,2,圆梦园,6600
整租·长虹大厦 3室1厅 南,70.0,3,长虹大厦,4200
独栋·星窝青年公寓 向南一店三期 押一付一民水民电电梯公寓年底特价单间8折优惠 1室1厅,20.0,2,星窝青年公寓,1534
独栋·星窝青年公寓 向南一店三期 押一付一民水民电电梯超级特价朝阳阳台大单间 1室1厅,25.0,2,星窝青年公寓,1443
独栋·星窝青年公寓 向南一店三期 押一付一民水民电电梯这么大阳台这辈子没见过直接爽飞 1室1厅,28.0,2,星窝青年公寓,1943
整租·恒立心海湾花园 3室2厅 东南,88.0,3,恒立心海湾花园,10000
整租·壹成中心第九区 5室2厅 东南/南,140.37,5,壹成中心第九区,9600
独栋·星窝青年公寓 向南一店三期 超方正全天采光大阳台大单间特惠出租 1室1厅,25.0,2,星窝青年公寓,1943
独栋·星窝青年公寓 向南一店三期 民水民电押一付一精装电梯公寓03 1室1厅,28.0,1,星窝青年公寓,1999
整租·百仕达乐湖 3室2厅 东南,142.12,3,百仕达乐湖,15000
整租·龙光玖龙台 1室1厅 东南,42.74,1,龙光玖龙台,4000
整租·德兴花园 3室2厅 南,89.61,3,德兴花园,4100
整租·润恒尚园 3室2厅 东,99.3,3,润恒尚园,7500
整租·荔芳村 1室1厅 西,30.0,1,荔芳村,3500
独栋·星窝青年公寓 向南一店三期 民水民电押一付一精装电梯公寓04 1室1厅,28.0,1,星窝青年公寓,1999
整租·壹成中心第八区 5室2厅 南,115.0,5,壹成中心第八区,11000
整租·深业中城 1室1厅 南,50.0,1,深业中城,8500
整租·培森大厦 1室1厅 东,53.15,1,培森大厦,4600
整租·海上世界双玺 4室2厅 东南,234.0,4,海上世界双玺,48000
整租·中洲坊创意中心 2室1厅 南,60.0,2,中洲坊创意中心,5800
独栋·星窝青年公寓 向南一店三期 押一付一民水民电电梯超大客厅家庭版两房 2室1厅,58.0,2,星窝青年公寓,2943
整租·鹏湾花园一村 3室1厅 东南/南,82.0,3,鹏湾花园一村,4300
独栋·泊寓 西丽大学城店 暖冬特惠  温馨小窝管理费全免快来/公寓自有班车直达万科云城大疆/益田假日/年轻人首选 开间,19.0,1,泊寓,1789
整租·THETOWN乐城 2室2厅 西南,79.0,2,THETOWN乐城,4300
整租·新锦安海纳公馆 3室2厅 东南,89.0,3,新锦安海纳公馆,12000
整租·御锦公馆 1室1厅 南,60.0,1,御锦公馆,4800
整租·绿景美景广场 2室1厅 东,48.08,2,绿景美景广场,8800
整租·帝港海湾豪园 2室2厅 北,65.0,2,帝港海湾豪园,6800
合租·揽翠阁 4居室 北卧,15.0,4,揽翠阁,2200
整租·金域豪庭三期 1室2厅 北,48.0,1,金域豪庭三期,3800
整租·中润百分百公寓 1室1厅 西北,43.11,1,中润百分百公寓,5200
整租·绿景香颂 5室2厅 复式 南,88.63,5,绿景香颂,7000
整租·金泓凯旋城一期 3室2厅 东南,107.0,3,金泓凯旋城一期,9300
整租·志健时代广场 3室2厅 东南,119.66,3,志健时代广场,5000
整租·莲花二村 3室2厅 南/西北,83.0,3,莲花二村,7000
整租·福莲花园 2室2厅 南/北,81.28,2,福莲花园,6500
合租·金地上塘道一期 4居室 南卧,11.9,4,金地上塘道一期,2360
整租·朗苑 2室1厅 南,83.71,2,朗苑,6200
整租·华盛峰荟名庭 1室0厅 东,33.0,1,华盛峰荟名庭,2100
整租·奥园翡翠东湾 3室2厅 西南,88.0,3,奥园翡翠东湾,3200
整租·福田花园 3室2厅 东,86.0,3,福田花园,7000
整租·潜龙鑫茂花园B区 2室2厅 西北,68.66,2,潜龙鑫茂花园B区,5200
整租·紫薇花园东区 3室2厅 南,86.71,3,紫薇花园东区,3600
整租·恒邦壹峯 1室1厅 北,32.4,1,恒邦壹峯,5500
合租·中商花园 4居室 西北卧,18.0,4,中商花园,2660
整租·启兴生活区 1室1厅 东南,45.0,1,启兴生活区,1300
整租·鸿荣源·壹方中心·玖誉 3室2厅 南,148.0,3,鸿荣源·壹方中心·玖誉,21000
合租·海珠城 4居室 北卧,13.5,4,海珠城,2360
整租·金地龙城中央三期 2室2厅 东/东南,68.8,2,金地龙城中央三期,3500
整租·福景大厦 4室2厅 西南,108.0,4,福景大厦,9000
整租·第壹世界广场 1室0厅 西南,30.0,1,第壹世界广场,2600
合租·中航阳光新苑 4居室 北卧,9.63,4,中航阳光新苑,1730
整租·劲力城市明珠 3室2厅 东南,78.0,3,劲力城市明珠,4800
合租·富通好旺角一期 4居室 西南卧,9.4,4,富通好旺角一期,1960
独栋·深友 龙井东8号店 7号线龙井站/温馨小单间/智慧广场侨城坊 开间,18.0,1,深友,2100
整租·贝悦汇大厦 1室1厅 东南,30.57,1,贝悦汇大厦,5300
独栋·深友 龙井东8号店 龙井方大城/电梯温馨单间/近地铁公交 开间,18.0,1,深友,2400
整租·万科天誉 3室2厅 东南,88.0,3,万科天誉,4300
整租·东海富汇豪庭 3室2厅 东北,102.0,3,东海富汇豪庭,9500
整租·东海富汇豪庭 3室2厅 东北,102.0,3,东海富汇豪庭,9500
整租·东海富汇豪庭 2室2厅 南,71.0,2,东海富汇豪庭,7500
整租·东海富汇豪庭 2室2厅 北,71.0,2,东海富汇豪庭,7500
整租·华盛峰荟名庭 1室1厅 南,49.0,1,华盛峰荟名庭,3000
独栋·泊寓 南头古城店 【年前过渡 可短租】优选单间 开间,32.09,4,泊寓,4748
整租·东海富汇豪庭 1室1厅 西南,40.0,1,东海富汇豪庭,6000
独栋·泊寓 南头古城店 双十二特惠单间押一付一【一个月起租】 开间,14.91,3,泊寓,2698
整租·东海富汇豪庭 2室2厅 东/东北,80.0,2,东海富汇豪庭,8000
独栋·潮生活公寓 礼记二店 清馨阳光单间 开间,25.0,1,潮生活公寓,1799
整租·园东花园 2室2厅 南,85.0,2,园东花园,7200
整租·龙华花半里花园 2室2厅 东南/南,86.33,2,龙华花半里花园,5000
整租·金地名津 2室2厅 南,62.0,2,金地名津,7500
整租·东海富汇豪庭 2室2厅 南,71.0,2,东海富汇豪庭,7500
整租·和亨中心广场 1室0厅 西北,28.0,1,和亨中心广场,2500
整租·特发和平里 1室1厅 东南/南,47.0,1,特发和平里,4300
整租·瑞景华庭 1室0厅 西北,30.3,1,瑞景华庭,3200
整租·世茂深港国际中心 2室1厅 西南,87.0,2,世茂深港国际中心,4200
整租·金地朗悦 2室2厅 东南,79.0,2,金地朗悦,3300
整租·佳兆业壹都汇大厦 1室0厅 东南,50.04,1,佳兆业壹都汇大厦,2200
整租·青春庭园 1室0厅 东南,24.01,1,青春庭园,2600
独栋·繁花•寓 侨香雅居B栋 双地铁口福田侨香雅居民水电雅致单间 开间,5.0,2,繁花•寓,5100
独栋·繁花•寓 侨香雅居A栋 安托山大阳台1房1厅车位充足地铁口100米 1室1厅,43.0,2,繁花•寓,6350
整租·深意公寓南山区 1室1厅 南,34.0,1,深意公寓南山区,3600
整租·鹏益花园 1室1厅 南,60.0,1,鹏益花园,4500
整租·万科红一期 1室1厅 南,40.0,1,万科红一期,3900
整租·鸿荣源博誉府 3室2厅 东南,104.0,3,鸿荣源博誉府,11000
整租·深业御园 3室2厅 东南/南,89.0,3,深业御园,2500
独栋·鑫海公寓 F栋 近福田小区 免租1个月，白石龙地铁【100M】，押一 1室1厅,41.8,1,鑫海公寓,2950
整租·融湖中心城三期 3室2厅 东南,89.0,3,融湖中心城三期,5800
合租·东方花园桂花苑 5居室,15.0,5,东方花园桂花苑,2570
独栋·深寓青年 荔园公寓 网红轻奢阳台复式 1室1厅,30.0,1,深寓青年,2550
整租·信义假日名城六期溢芳园 2室2厅 北,69.09,2,信义假日名城六期溢芳园,4500
整租·佳兆业中央广场三期 4室2厅 跃层 南,144.19,4,佳兆业中央广场三期,12000
整租·盈翠家园 3室2厅 东南/南,112.0,3,盈翠家园,4200
整租·华侨城四海锦园 3室2厅 东南,76.79,3,华侨城四海锦园,5000
合租·创世纪滨海花园 5居室 北卧,9.18,5,创世纪滨海花园,2190
整租·麟恒中心广场一期 1室1厅 东南,32.0,1,麟恒中心广场一期,3000
整租·德福花园 1室1厅 东,43.0,1,德福花园,2500
合租·麒麟花园A区 3居室 南卧,15.09,3,麒麟花园A区,2560
整租·金地上塘道二期 2室2厅 西南,66.63,2,金地上塘道二期,5400
整租·新城花园 3室2厅 东北,86.0,3,新城花园,5200
整租·佳兆业君汇公馆 3室2厅 南,92.0,3,佳兆业君汇公馆,4700
合租·港湾花园 4居室 东卧,11.0,4,港湾花园,2760
整租·和昌拾里花都 3室2厅 东南,105.0,3,和昌拾里花都,4000
整租·黄埔雅苑四期 5室2厅 南,169.0,5,黄埔雅苑四期,25000
整租·君临海域 3室1厅 东南,131.0,3,君临海域,9000
整租·康达尔花园五期蝴蝶堡 3室2厅 西南/西,61.0,3,康达尔花园五期蝴蝶堡,4000
整租·茂业城 2室1厅 西北,50.0,2,茂业城,3000
整租·城市假日花园 4室2厅 南,128.0,4,城市假日花园,22000
合租·佳兆业中央广场一期 5居室 南卧,17.4,5,佳兆业中央广场一期,2860
整租·卓越维港北区 4室2厅 东南,142.0,4,卓越维港北区,25000
整租·鸿基花园1号综合楼 2室1厅 东南,71.8,2,鸿基花园1号综合楼,3000
合租·佳兆业中央广场一期 5居室 北卧,11.07,5,佳兆业中央广场一期,1730
合租·溪山 5居室 西南卧,15.01,5,溪山,3230
整租·碧云天 3室2厅 北,103.0,3,碧云天,7200
整租·龙光玖钻 2室2厅 东北,40.0,2,龙光玖钻,4700
独栋·捷睿物业 龙泉别墅4区I34 小区大单间有大露台 开间,20.0,1,捷睿物业,1650
独栋·诚安居公寓 光雅园民营区店 阳台小单间 开间,23.0,1,诚安居公寓,2280
整租·五十小区翠桐雅苑小区 1室1厅 南,32.0,1,五十小区翠桐雅苑小区,2200
整租·漾日湾畔 4室2厅 东南,146.0,4,漾日湾畔,16000
独栋·深圳嘉家公寓 梅林店 时尚简约单间（不短租） 开间,20.0,2,深圳嘉家公寓,2930
整租·绿景公馆1866北区 3室2厅 南,88.0,3,绿景公馆1866北区,7700
整租·华策中心城 3室2厅 南,88.0,3,华策中心城,4500
整租·龙光玖龙玺 5室2厅 西北,137.35,5,龙光玖龙玺,12800
整租·佳兆业城市广场五期 2室1厅 东北,52.0,2,佳兆业城市广场五期,3600
整租·华晖云门 3室2厅 西,85.0,3,华晖云门,9000
独栋·深圳嘉家公寓 梅林店 隔断一室一厅（不短租） 1室1厅,40.0,2,深圳嘉家公寓,4530
整租·南岭花园 3室2厅 北,88.0,3,南岭花园,3800
独栋·捷睿物业 龙泉别墅4区I38 小区大单间厨卫分离 开间,24.0,1,捷睿物业,1600
整租·特力大厦 1室1厅 东北,44.0,1,特力大厦,3200
整租·桃苑小区 1室1厅 北,32.0,1,桃苑小区,3500
整租·TT国际公寓 1室1厅 东,41.0,1,TT国际公寓,6000
独栋·捷睿物业 龙泉别墅4区I38 小区大单间带独院 开间,25.0,1,捷睿物业,2080
整租·龙光玖龙台 2室1厅 东南,42.0,2,龙光玖龙台,3600
整租·新阳丽舍 1室1厅 南,38.57,1,新阳丽舍,2700
整租·星河时代 3室2厅 南,89.0,3,星河时代,5800
整租·立润富达广场 2室1厅 南,53.0,2,立润富达广场,7800
整租·信义锦绣花园 2室1厅 东南,75.0,2,信义锦绣花园,4200
整租·红树绿洲 2室1厅 南,59.0,2,红树绿洲,6200
独栋·意宅公寓 樟坑径B店 酒店式管理大单间 拎包入住 近宝能 开间,42.0,1,意宅公寓,2450
独栋·意宅公寓 樟坑径B店 小区实拍两房 拎包入住 民水民电 近科姆龙汇川 2室1厅,58.0,1,意宅公寓,3200
独栋·安居乐寓 永丰店（劳动二队） 近坪洲地铁站  大单间  押一付一 可短租 年租85折优惠 开间,14.94,8,安居乐寓,2205
整租·怡海广场 2室2厅 东南,113.0,2,怡海广场,7500
独栋·微棠青年公寓 弓村B13-6店 温馨单间可短租地铁口400米 开间,25.0,5,微棠青年公寓,1199
独栋·微棠青年公寓 弓村B13-6店 精装单间可短租水4.8电0.7 开间,25.0,3,微棠青年公寓,1199
整租·金地明峯府 3室2厅 南,83.0,3,金地明峯府,4500
整租·京基一百大厦 2室2厅 南,63.0,2,京基一百大厦,7000
整租·龙光玖龙台 2室2厅 西南,72.99,2,龙光玖龙台,4200
整租·仁恒梦公园 1室1厅 复式 东南,28.0,1,仁恒梦公园,2500
整租·阳光海景豪苑 2室2厅 南,78.0,2,阳光海景豪苑,6200
整租·中海月朗苑 4室2厅 东南,92.0,4,中海月朗苑,7000
独栋·佳橙公寓 华为店 押一付一民水民电采光好大单间 开间,28.0,2,佳橙公寓,1375
整租·光明峰荟 4室2厅 北,89.0,4,光明峰荟,4500
整租·荔园新村(虹步路) 3室2厅 南,86.0,3,荔园新村(虹步路),5300
