name,area,category,section,price,East,West,South,North,Southeast,Southwest,Northwest,Northeast
整租·龙湖滟澜荟 2室1厅 南,88.0,2,龙湖滟澜荟,1300,0,0,1,0,0,0,0,0
合租·福北小区 3居室 北卧,15.0,,福北小区,550,0,0,0,1,0,0,0,0
整租·星光岛牡丹园 3室2厅 南,136.0,3,星光岛牡丹园,2200,0,0,1,0,0,0,0,0
合租·青岛国泰华府 5居室 北卧,20.0,,青岛国泰华府,800,0,0,0,1,0,0,0,0
整租·龙湖滟澜荟 2室1厅 南,88.0,2,龙湖滟澜荟,1300,0,0,1,0,0,0,0,0
合租·逍遥居 5居室 南/北卧,15.0,,逍遥居,850,0,0,1,1,0,0,0,0
整租·中欧国际城·金茂悦北五区 1室1厅 北,135.66,1,中欧国际城·金茂悦北五区,800,0,0,0,1,0,0,0,0
合租·鹏欢花园 5居室 南卧,15.0,,鹏欢花园,501,0,0,1,0,0,0,0,0
整租·星光岛牡丹园 3室2厅 南,136.0,3,星光岛牡丹园,2200,0,0,1,0,0,0,0,0
合租·凯伦花园 5居室 南卧,22.0,,凯伦花园,950,0,0,1,0,0,0,0,0
整租·瑞海花园B区 3室2厅 南/北,99.13,3,瑞海花园B区,1350,0,0,1,1,0,0,0,0
合租·敦化路（海泊区） 3居室 北卧,15.0,,敦化路（海泊区）,501,0,0,0,1,0,0,0,0
整租·万科国家广告产业园 2室2厅 南,200.0,2,万科国家广告产业园,4166,0,0,1,0,0,0,0,0
合租·福林小区（大尧三路） 4居室 南卧,20.0,,福林小区（大尧三路）,650,0,0,1,0,0,0,0,0
整租·错埠岭二路 2室0厅 南/北,53.14,2,错埠岭二路,1900,0,0,1,1,0,0,0,0
合租·星海苑一期 4居室 复式 南卧,18.0,,星海苑一期,850,0,0,1,0,0,0,0,0
整租·维多利亚湾 3室2厅 南/北,147.0,3,维多利亚湾,2800,0,0,1,1,0,0,0,0
合租·新贵都三期 5居室 南卧,28.0,,新贵都三期,840,0,0,1,0,0,0,0,0
整租·海韵名邦三区 3室2厅 南,129.0,3,海韵名邦三区,1200,0,0,1,0,0,0,0,0
整租·八里庄社区 1室1厅 南,83.0,1,八里庄社区,1500,0,0,1,0,0,0,0,0
整租·万科魅力星汇 1室1厅 北,34.0,1,万科魅力星汇,1200,0,0,0,1,0,0,0,0
合租·诚基公寓 5居室 南卧,10.0,,诚基公寓,680,0,0,1,0,0,0,0,0
整租·珠山文苑南区 2室1厅 南/北,91.06,2,珠山文苑南区,1400,0,0,1,1,0,0,0,0
整租·天赋雲海 3室2厅 南,120.51,3,天赋雲海,1600,0,0,1,0,0,0,0,0
整租·海韵名邦三区 3室2厅 南,114.22,3,海韵名邦三区,1200,0,0,1,0,0,0,0,0
合租·银川美居 5居室 南卧,15.0,,银川美居,501,0,0,1,0,0,0,0,0
整租·万科生态城二期 3室1厅 南/北,94.37,3,万科生态城二期,3500,0,0,1,1,0,0,0,0
合租·金秋小区二期 5居室 南卧,20.0,,金秋小区二期,501,0,0,1,0,0,0,0,0
整租·大连支路(单号) 2室1厅 南,55.0,2,大连支路(单号),1700,0,0,1,0,0,0,0,0
合租·山河城海洋公园 4居室 南卧,20.0,,山河城海洋公园,900,0,0,1,0,0,0,0,0
整租·凯悦中心 1室1厅 东北,101.24,1,凯悦中心,8000,1,0,0,1,0,0,0,1
合租·弘信山庄 5居室 复式 北卧,18.0,,弘信山庄,600,0,0,0,1,0,0,0,0
整租·隆基家源 3室2厅 南,154.0,3,隆基家源,3333,0,0,1,0,0,0,0,0
合租·桃李芳菲 4居室 北卧,11.0,,桃李芳菲,900,0,0,0,1,0,0,0,0
整租·蔚蓝群岛 4室2厅 南/北,185.0,4,蔚蓝群岛,3000,0,0,1,1,0,0,0,0
合租·新岭花园二期 5居室 复式 南卧,16.0,,新岭花园二期,680,0,0,1,0,0,0,0,0
整租·隆基家源 3室2厅 南,154.0,3,隆基家源,3333,0,0,1,0,0,0,0,0
合租·颐景园 4居室 东/南卧,18.0,,颐景园,780,1,0,1,0,0,0,0,0
整租·上合U领寓 3室1厅 南/北,35.0,3,上合U领寓,1200,0,0,1,1,0,0,0,0
合租·山航宿舍 4居室 东南卧,18.0,,山航宿舍,700,1,0,1,0,1,0,0,0
整租·青山绿水 2室1厅 南,85.0,2,青山绿水,1500,0,0,1,0,0,0,0,0
合租·埠东佳苑 5居室 东卧,12.0,,埠东佳苑,520,1,0,0,0,0,0,0,0
整租·奥园翰林名苑 2室2厅 北,90.0,2,奥园翰林名苑,2400,0,0,0,1,0,0,0,0
合租·东方美景 5居室 南卧,20.0,,东方美景,700,1,0,1,0,0,0,0,0
整租·凭海临风 1室1厅 南/北,52.7,1,凭海临风,1100,0,0,1,1,0,0,0,0
合租·埠东佳苑 5居室 南卧,20.0,,埠东佳苑,780,1,0,1,0,0,0,0,0
整租·丹阳路 3室1厅 南/北,75.0,3,丹阳路,2500,0,0,1,1,0,0,0,0
合租·华恩名座 5居室 南卧,18.0,,华恩名座,1350,0,0,1,0,0,0,0,0
整租·华易春之都 3室1厅 南/北,101.0,3,华易春之都,2200,0,0,1,1,0,0,0,0
整租·文信大厦 2室2厅 南,122.91,2,文信大厦,1300,0,0,1,0,0,0,0,0
整租·观澜国际 1室1厅 南/北,123.0,1,观澜国际,800,0,0,1,1,0,0,0,0
合租·金都花园(市南) 5居室 南卧,25.0,,金都花园(市南),1700,0,0,1,0,0,0,0,0
整租·海岸水城 1室2厅 南,59.35,1,海岸水城,1100,0,0,1,0,0,0,0,0
整租·枣庄路62号 2室1厅 南/北,88.0,2,枣庄路62号,3100,0,0,1,1,0,0,0,0
整租·中南星汇城 2室1厅 东南,70.31,2,中南星汇城,1250,1,0,1,0,1,0,0,0
合租·荣昌花园 4居室 东卧,10.0,,荣昌花园,680,1,0,0,0,0,0,0,0
整租·董城御园 2室1厅 南/北,87.45,2,董城御园,1000,0,0,1,1,0,0,0,0
合租·芝泉山庄 5居室 复式 西卧,14.0,,芝泉山庄,550,0,1,0,0,0,0,0,0
整租·金水源 2室2厅 南/北,88.63,2,金水源,2550,0,0,1,1,0,0,0,0
合租·华青花园 5居室 南卧,28.0,,华青花园,800,0,0,1,0,0,0,0,0
整租·东山峰景 2室2厅 南,66.0,2,东山峰景,2100,1,0,1,0,0,0,0,0
合租·悦湖兰庭 3居室 南卧,23.0,,悦湖兰庭,950,0,0,1,0,0,0,0,0
整租·银禧苑 2室2厅 南,152.69,2,银禧苑,4300,0,0,1,0,0,0,0,0
整租·维多利亚湾 4室2厅 南/北,126.0,4,维多利亚湾,1700,0,0,1,1,0,0,0,0
整租·银禧苑 2室2厅 南,152.69,2,银禧苑,4300,0,0,1,0,0,0,0,0
合租·中海国际社区御城 4居室 南卧,15.0,,中海国际社区御城,750,0,0,1,0,0,0,0,0
整租·唐宁国际 1室1厅 西北,68.24,1,唐宁国际,1500,0,1,0,1,0,0,1,0
合租·东王埠榆璟苑 4居室 西卧,15.0,,东王埠榆璟苑,650,1,1,0,0,0,0,0,0
整租·卓越锦鸿台 3室1厅 南/北,102.0,3,卓越锦鸿台,2000,0,0,1,1,0,0,0,0
合租·金都花园(市南) 4居室 北卧,28.0,,金都花园(市南),1250,0,0,1,1,0,0,0,0
整租·玫瑰墅北区 3室2厅 南/北,141.0,3,玫瑰墅北区,2800,0,0,1,1,0,0,0,0
整租·维多利亚湾 4室2厅 南/北,126.0,4,维多利亚湾,1700,0,0,1,1,0,0,0,0
整租·中央国际 2室1厅 东南,96.0,2,中央国际,3600,1,0,1,0,1,0,0,0
整租·上合嘉苑 2室2厅 南,83.43,2,上合嘉苑,800,0,0,1,0,0,0,0,0
整租·鲁班国汇城·儒苑 3室2厅 南/北,140.0,3,鲁班国汇城·儒苑,1500,0,0,1,1,0,0,0,0
整租·鑫江水青花园 2室2厅 南/北,85.0,2,鑫江水青花园,1400,0,0,1,1,0,0,0,0
整租·半岛城邦（南苑） 2室2厅 南/北,85.12,2,半岛城邦（南苑）,600,0,0,1,1,0,0,0,0
整租·安达路11号 2室1厅 南,60.0,2,安达路11号,1600,0,0,1,0,0,0,0,0
整租·康大鑫都汇府 2室2厅 南/北,87.91,2,康大鑫都汇府,1600,0,0,1,1,0,0,0,0
整租·延安三路（市北） 2室0厅 南/北,49.42,2,延安三路（市北）,1600,0,0,1,1,0,0,0,0
整租·龙潭路 2室1厅 东,75.31,2,龙潭路,2300,1,0,0,0,0,0,0,0
合租·中欧金茂悦三期 3居室 南卧,15.0,,中欧金茂悦三期,800,0,0,1,0,0,0,0,0
整租·慧海园 1室1厅 南,57.86,1,慧海园,1100,0,0,1,0,0,0,0,0
整租·湛园 2室1厅 南/北,85.0,2,湛园,1800,0,0,1,1,0,0,0,0
整租·左岸风度 3室2厅 南/北,138.0,3,左岸风度,4100,0,0,1,1,0,0,0,0
整租·坤元里岸 3室1厅 南,98.0,3,坤元里岸,1000,0,0,1,0,0,0,0,0
整租·上合嘉苑 2室1厅 南/北,90.0,2,上合嘉苑,900,0,0,1,1,0,0,0,0
整租·恒大金沙滩 1室1厅 南/西南,46.09,1,恒大金沙滩,2100,0,1,1,0,0,1,0,0
合租·雨润星雨华府北区 3居室 北卧,15.0,,雨润星雨华府北区,800,0,0,0,1,0,0,0,0
合租·中欧金茂悦三期 2居室 南卧,15.0,,中欧金茂悦三期,599,0,0,1,0,0,0,0,0
整租·大山宝城西区 2室1厅 南,73.0,2,大山宝城西区,1850,0,1,1,0,0,0,0,0
整租·东小区 2室1厅 南/北,90.0,2,东小区,1400,1,0,1,1,0,0,0,0
整租·中能英格堡家园 3室2厅 南/北,126.0,3,中能英格堡家园,800,0,0,1,1,0,0,0,0
整租·山水嘉苑 2室2厅 南/北,92.0,2,山水嘉苑,800,0,0,1,1,0,0,0,0
整租·山水嘉苑 2室2厅 南/北,92.0,2,山水嘉苑,800,0,0,1,1,0,0,0,0
整租·玺公馆 2室1厅 东南,89.0,2,玺公馆,1333,1,0,1,0,1,0,0,0
合租·花样年·碧云湾（上合示范区） 3居室 南卧,20.0,,花样年·碧云湾（上合示范区）,600,0,0,1,0,0,0,0,0
整租·都霖美景 4室2厅 复式 南/北,300.0,4,都霖美景,3000,0,0,1,1,0,0,0,0
整租·濠北头社区 2室1厅 南/北,90.0,2,濠北头社区,1000,0,0,1,1,0,0,0,0
整租·海棠湾四期 2室2厅 复式 南,86.0,2,海棠湾四期,800,0,0,1,0,0,0,0,0
整租·名都城 2室1厅 南,101.68,2,名都城,4000,0,0,1,0,0,0,0,0
整租·石雀小筑 5室3厅 南/北,193.0,5,石雀小筑,5000,0,0,1,1,0,0,0,0
整租·亚德里亚海湾 2室2厅 南,90.0,2,亚德里亚海湾,1700,0,0,1,0,0,0,0,0
整租·融创中心星望 3室2厅 南/北,129.0,3,融创中心星望,1200,0,0,1,1,0,0,0,0
整租·新民社区 2室2厅 南/北,100.0,2,新民社区,800,0,0,1,1,0,0,0,0
整租·海韵丽都 2室2厅 南,81.4,2,海韵丽都,2100,0,0,1,0,0,0,0,0
整租·乐水居 3室3厅 南/北,168.02,3,乐水居,1200,0,0,1,1,0,0,0,0
整租·宝龙中央尊邸 3室1厅 南,122.0,3,宝龙中央尊邸,1166,0,0,1,0,0,0,0,0
整租·长江新村 2室1厅 南,74.0,2,长江新村,1300,0,0,1,0,0,0,0,0
整租·静园 1室1厅 南,45.0,1,静园,1200,0,0,1,0,0,0,0,0
整租·新村小区 2室2厅 西北,70.0,2,新村小区,2500,0,1,0,1,0,0,1,0
整租·红旗小区 3室1厅 南,116.0,3,红旗小区,1300,0,0,1,0,0,0,0,0
整租·中海银海1号 3室1厅 南/北,124.0,3,中海银海1号,3000,0,0,1,1,0,0,0,0
整租·绿地阅海府邸 2室2厅 南/北,86.0,2,绿地阅海府邸,2300,0,0,1,1,0,0,0,0
整租·中冶圣乔维斯 2室2厅 南,87.0,2,中冶圣乔维斯,800,0,0,1,0,0,0,0,0
整租·多元大厦 2室1厅 南,70.62,2,多元大厦,1700,0,0,1,0,0,0,0,0
整租·海尔东方文华 3室2厅 南,134.15,3,海尔东方文华,2200,1,0,1,0,0,0,0,0
整租·嫩江路 2室1厅 南/北,50.0,2,嫩江路,2100,0,0,1,1,0,0,0,0
整租·云溪路 2室0厅 南,60.0,2,云溪路,1800,0,0,1,0,0,0,0,0
整租·联谊枫林小镇 3室2厅 南,89.0,3,联谊枫林小镇,1300,0,0,1,0,0,0,0,0
整租·崂山悦府 3室2厅 南/北,120.0,3,崂山悦府,8000,0,0,1,1,0,0,0,0
整租·鑫江水青花都观山 4室2厅 南,129.0,4,鑫江水青花都观山,1800,0,0,1,0,0,0,0,0
整租·鑫都合苑 3室1厅 南/北,98.0,3,鑫都合苑,800,0,0,1,1,0,0,0,0
合租·东李新苑 4居室 南卧,15.0,,东李新苑,800,1,0,1,0,0,0,0,0
整租·那鲁湾公寓 1室1厅 南,69.3,1,那鲁湾公寓,1300,0,0,1,0,0,0,0,0
合租·泛海名人广场 5居室 东/南卧,27.0,,泛海名人广场,570,1,0,1,0,0,0,0,0
整租·正商红河谷 2室1厅 南/北,89.29,2,正商红河谷,1600,0,0,1,1,0,0,0,0
整租·埠东佳苑 3室2厅 南/北,133.09,3,埠东佳苑,5500,1,0,1,1,0,0,0,0
整租·青特赫府一期 3室1厅 东,108.59,3,青特赫府一期,2300,1,0,0,0,0,0,0,0
整租·青建橄榄城 2室1厅 南,87.95,2,青建橄榄城,2600,0,0,1,0,0,0,0,0
整租·中惠丽园 2室1厅 南,93.0,2,中惠丽园,1083,0,0,1,0,0,0,0,0
整租·李沧鹏飞花园 2室1厅 南,95.2,2,李沧鹏飞花园,2500,0,0,1,0,0,0,0,0
合租·福林小区（大尧三路） 4居室 南卧,15.0,,福林小区（大尧三路）,501,0,0,1,0,0,0,0,0
整租·阳光四季 3室1厅 南/北,86.0,3,阳光四季,1000,0,0,1,1,0,0,0,0
整租·旭辉银盛泰正阳府 3室2厅 南,127.46,3,旭辉银盛泰正阳府,4500,0,0,1,0,0,0,0,0
整租·芝罘路 1室1厅 东/西,45.95,1,芝罘路,1800,1,1,0,0,0,0,0,0
整租·百通依山小居 2室1厅 南/西/北,86.0,2,百通依山小居,1700,0,1,1,1,0,0,0,0
整租·大云谷金茂府悦府二期 4室2厅 南/北,143.0,4,大云谷金茂府悦府二期,7000,0,0,1,1,0,0,0,0
整租·山海湾 3室2厅 南/北,90.74,3,山海湾,2300,0,0,1,1,0,0,0,0
整租·和合家苑 2室2厅 南,70.0,2,和合家苑,2500,0,0,1,0,0,0,0,0
整租·融信西发海月星湾 1室1厅 北,38.63,1,融信西发海月星湾,1150,0,1,0,1,0,0,0,0
合租·延吉路 5居室 北卧,15.0,,延吉路,800,0,0,0,1,0,0,0,0
合租·天怡景园C区 5居室 西北卧,16.0,,天怡景园C区,600,0,1,0,1,0,0,1,0
合租·中海国际南庄社区 3居室 南卧,25.0,,中海国际南庄社区,1300,0,0,1,0,0,0,0,0
整租·青铁华润城商业 1室1厅 东,38.04,1,青铁华润城商业,1750,1,0,0,0,0,0,0,0
整租·中南世纪城一期 2室1厅 南,90.0,2,中南世纪城一期,2000,0,0,1,0,0,0,0,0
整租·融城嘉杰苑 3室2厅 南/北,117.09,3,融城嘉杰苑,1500,0,0,1,1,0,0,0,0
合租·延吉路 5居室 南卧,20.0,,延吉路,800,0,0,1,0,0,0,0,0
整租·金日紫都 3室2厅 南,93.0,3,金日紫都,1600,0,0,1,0,0,0,0,0
整租·炉房花苑 3室1厅 南,147.0,3,炉房花苑,2000,0,0,1,0,0,0,0,0
整租·万鑫中央广场 1室1厅 西,38.44,1,万鑫中央广场,900,0,1,0,0,0,0,0,0
合租·安达路11号 5居室 南卧,15.0,,安达路11号,501,0,0,1,0,0,0,0,0
整租·胶州宝龙城市广场 1室0厅 南,43.0,1,胶州宝龙城市广场,1200,0,0,1,0,0,0,0,0
合租·敦化路（海泊区） 2居室 南卧,16.0,,敦化路（海泊区）,1000,0,0,1,0,0,0,0,0
整租·龙泽园 2室1厅 南/北,75.9,2,龙泽园,1000,0,0,1,1,0,0,0,0
整租·绿岛印象 3室1厅 南/北,93.0,3,绿岛印象,2900,0,0,1,1,0,0,0,0
整租·保利红岛湾 3室2厅 南/北,126.0,3,保利红岛湾,1500,0,0,1,1,0,0,0,0
独栋·金座公寓 正阳中路店 正阳东郡，近万达，可短租月付，拎包入住 1室1厅,50.0,1,金座公寓,1400,1,0,0,0,0,0,0,0
整租·广饶路 1室0厅 东南,40.0,1,广饶路,1500,1,0,1,0,1,0,0,0
独栋·卷福公寓 台东店 电玩-a20 开间,10.0,,卷福公寓,800,1,0,0,0,0,0,0,0
整租·唐岛湾F小区 3室2厅 南/北,125.5,3,唐岛湾F小区,2300,0,0,1,1,0,0,0,0
整租·中海银海1号 4室2厅 南/北,201.64,4,中海银海1号,10000,0,0,1,1,0,0,0,0
整租·鲁信随珠花园 3室2厅 南/北,151.0,3,鲁信随珠花园,6500,0,0,1,1,0,0,0,0
独栋·卷福公寓 台东店 小独卫-a25 开间,12.0,,卷福公寓,850,1,0,0,0,0,0,0,0
独栋·卷福公寓 台东店 双床房-a01 开间,16.0,,卷福公寓,1100,1,0,0,0,0,0,0,0
整租·北苑小区 4室2厅 南,139.85,4,北苑小区,2300,0,0,1,1,0,0,0,0
整租·城市阳光花园 7室3厅 复式 南/北,337.5,7,城市阳光花园,15000,0,0,1,1,0,0,0,0
整租·隆和伊顿阳光 3室1厅 南/北,89.42,3,隆和伊顿阳光,1200,0,0,1,1,0,0,0,0
整租·融创青岛湾琴湾 2室1厅 西,39.0,2,融创青岛湾琴湾,1200,0,1,0,0,0,0,0,0
整租·世纪公馆 4室1厅 东南/南,162.21,4,世纪公馆,7000,1,0,1,0,1,0,0,0
独栋·沐澜公寓 李村乐客城店 李村地铁站免地暖费开业钜惠A户型热烈暖黄。精装一居室。押一付一无中介费 开间,30.0,,沐澜公寓,1550,0,0,0,0,0,0,0,0
整租·新城玺樾门第 4室2厅 南,183.44,4,新城玺樾门第,1500,0,0,1,0,0,0,0,0
整租·隆基家源 3室1厅 南/北,167.32,3,隆基家源,3300,0,0,1,1,0,0,0,0
整租·世纪新村中区 3室1厅 南,80.28,3,世纪新村中区,1300,0,0,1,0,0,0,0,0
独栋·兴华嘉寓 黄岛店 0中介！兴华套一公寓 可短租月付 近海尔海信万达 1室1厅,45.0,1,兴华嘉寓,1150,0,0,0,0,0,0,0,0
整租·安居小区(即墨) 2室1厅 南,83.0,2,安居小区(即墨),1000,0,0,1,0,0,0,0,0
独栋·兴华嘉寓 黄岛店 山科大对面 近海尔海信澳柯玛 可短租精装公寓 1室1厅,45.0,1,兴华嘉寓,1150,0,0,0,0,0,0,0,0
整租·御都花园B区 3室2厅 南/北,105.0,3,御都花园B区,1500,0,0,1,1,0,0,0,0
整租·海上嘉年华 4室2厅 南/北,214.07,4,海上嘉年华,5500,0,0,1,1,0,0,0,0
独栋·沐澜公寓 李村乐客城店 李沧中心2/3号地铁线免地暖费开业钜惠C户型冷调白深。精装南向居室。押一付一无中介费 开间,50.0,,沐澜公寓,2100,0,0,1,0,0,0,0,0
整租·福林山庄 3室2厅 南,142.28,3,福林山庄,1600,0,0,1,0,0,0,0,0
独栋·沐澜公寓 李村乐客城店 地铁2.3号线李村站，首年免地暖费钜惠B户型温馨木系。精装一居室。押一付一无中介费 开间,35.0,,沐澜公寓,1700,0,0,0,0,0,0,0,0
合租·鲁商蓝岸新城三期 3居室 北卧,15.0,,鲁商蓝岸新城三期,700,0,0,0,1,0,0,0,0
整租·青特赫府Ⅱ期 4室2厅 南/北,139.0,4,青特赫府Ⅱ期,6000,0,0,1,1,0,0,0,0
合租·上王埠花园 4居室 南卧,20.0,,上王埠花园,800,0,0,1,0,0,0,0,0
合租·金都花园(市南) 5居室 北卧,18.0,,金都花园(市南),720,0,0,1,1,0,0,0,0
整租·维多利亚湾 3室2厅 南/北,139.0,3,维多利亚湾,2000,0,0,1,1,0,0,0,0
合租·浮山后五小区 5居室 南卧,10.0,,浮山后五小区,501,0,0,1,0,0,0,0,0
整租·复兴社区A区 2室2厅 南/北,90.0,2,复兴社区A区,1000,0,0,1,1,0,0,0,0
整租·绿城理想之城-蓝庭E区 2室2厅 南/北,106.76,2,绿城理想之城-蓝庭E区,3500,0,0,1,1,0,0,0,0
整租·云龙港湾 3室2厅 南/北,156.0,3,云龙港湾,3000,0,0,1,1,0,0,0,0
合租·世纪华庭 5居室 南卧,12.0,,世纪华庭,501,0,0,1,0,0,0,0,0
整租·东方花园(即墨) 5室2厅 南/北,180.0,5,东方花园(即墨),2000,1,0,1,1,0,0,0,0
合租·东仲小区 3居室 南卧,20.0,,东仲小区,650,1,0,1,0,0,0,0,0
合租·天虹花园 5居室 南卧,10.0,,天虹花园,501,0,0,1,0,0,0,0,0
整租·万科魅力之城 2室2厅 南,86.27,2,万科魅力之城,2100,0,0,1,0,0,0,0,0
整租·千禧龙花园 1室1厅 西,36.95,1,千禧龙花园,1350,0,1,0,0,0,0,0,0
整租·星城花园 2室1厅 南,76.97,2,星城花园,700,0,0,1,0,0,0,0,0
整租·哈尔滨路 2室1厅 南,80.57,2,哈尔滨路,2400,0,0,1,0,0,0,0,0
整租·珠山文苑北区 2室2厅 南,99.99,2,珠山文苑北区,1450,0,0,1,1,0,0,0,0
整租·西仲路散盘 3室0厅 南/北,65.0,3,西仲路散盘,2200,0,1,1,1,0,0,0,0
整租·爱家公寓 1室1厅 西北,26.21,1,爱家公寓,1600,0,1,0,1,0,0,1,0
合租·欣宇花园 5居室 南卧,10.0,,欣宇花园,501,0,0,1,0,0,0,0,0
整租·马山新城 2室2厅 南,97.0,2,马山新城,1150,0,0,1,0,0,0,0,0
整租·墨香东郡 2室1厅 南/北,89.0,2,墨香东郡,1000,1,0,1,1,0,0,0,0
