name,area,category,section,price,East,West,South,North,Southeast,Southwest,Northwest,Northeast
整租·水月锦绣苑（北区） 2室2厅 南,99.0,2,水月锦绣苑（北区）,5300,0,0,1,1,0,0,0,0
整租·浦江宝邸 3室2厅 南,124.5,3,浦江宝邸,6400,0,0,1,0,0,0,0,0
整租·樱花园(徐汇) 2室1厅 南/北,60.0,2,樱花园(徐汇),5000,0,0,1,1,0,0,0,0
整租·宝钢二村 2室0厅 南,51.0,2,宝钢二村,3672,0,0,1,0,0,0,0,0
整租·中海臻如府(一期) 3室2厅 南,99.0,3,中海臻如府(一期),13000,0,0,1,0,0,0,0,0
整租·龙湖北城天街 1室1厅 西,35.79,1,龙湖北城天街,2500,0,1,0,1,0,0,0,0
整租·友谊支路295号 2室1厅 西,67.29,2,友谊支路295号,3800,0,1,0,0,0,0,0,0
整租·源梦苑 2室2厅 南,83.16,2,源梦苑,5000,0,0,1,0,0,0,0,0
整租·武康路280弄(公房) 1室0厅 南,29.64,1,武康路280弄(公房),6500,0,0,1,0,0,0,0,0
整租·乐山大楼 2室1厅 南,64.74,2,乐山大楼,7380,0,0,1,0,0,0,0,0
整租·龙光·天曜 3室2厅 南,103.0,3,龙光·天曜,3600,0,0,1,0,0,0,0,0
整租·新明星花园 2室2厅 南,106.0,2,新明星花园,7500,0,0,1,0,0,0,0,0
整租·钦江大楼 2室1厅 南,80.63,2,钦江大楼,6834,0,0,1,0,0,0,0,0
整租·新明星花园 2室2厅 南,106.0,2,新明星花园,7500,0,0,1,0,0,0,0,0
整租·海派青城 3室2厅 南,90.04,3,海派青城,4200,0,0,1,0,0,0,0,0
整租·广洋华景苑 2室1厅 南,104.72,2,广洋华景苑,9500,0,0,1,0,0,0,0,0
整租·万城银座 2室2厅 南,49.61,2,万城银座,3978,0,0,1,0,0,0,0,0
整租·甘泉一村 1室0厅 北,25.88,1,甘泉一村,3100,0,0,0,1,0,0,0,0
整租·新浦江城(江桦路400弄) 2室1厅 南,81.0,2,新浦江城(江桦路400弄),5500,0,0,1,0,0,0,0,0
整租·水清二村 1室1厅 南,32.47,1,水清二村,3500,0,0,1,0,0,0,0,0
整租·上实海上菁英二期 3室2厅 西南,86.03,3,上实海上菁英二期,4500,0,1,1,0,0,1,0,0
整租·申华小区 2室1厅 南,64.33,2,申华小区,4600,0,0,1,0,0,0,0,0
整租·东陆新村六街坊 2室1厅 南,67.97,2,东陆新村六街坊,5500,1,0,1,0,0,0,0,0
整租·金巷小区 2室1厅 南,73.32,2,金巷小区,6200,0,0,1,0,0,0,0,0
整租·保利家园南区 2室1厅 南,97.81,2,保利家园南区,3600,0,0,1,0,0,0,0,0
整租·共和新路4699弄 2室1厅 南,62.78,2,共和新路4699弄,3800,0,0,1,0,0,0,0,0
整租·锦峰苑 2室2厅 南,89.77,2,锦峰苑,5400,0,0,1,0,0,0,0,0
整租·清水颐园 4室2厅 南,146.59,4,清水颐园,5300,0,0,1,0,0,0,0,0
整租·上大阳光乾清园 2室1厅 南,79.27,2,上大阳光乾清园,4800,0,0,1,0,0,0,0,0
整租·新梅绿岛苑 3室1厅 南/北,82.61,3,新梅绿岛苑,5000,0,0,1,1,0,0,0,0
整租·市光二村 1室1厅 南,37.25,1,市光二村,3200,0,0,1,0,0,0,0,0
整租·宝沁苑 2室1厅 南,89.0,2,宝沁苑,3600,0,0,1,0,0,0,0,0
整租·曹杨君悦苑 2室2厅 南,101.34,2,曹杨君悦苑,10000,0,0,1,0,0,0,0,0
整租·宝钢又一村 3室2厅 南,170.98,3,宝钢又一村,13600,0,0,1,0,0,0,0,0
整租·华亭新家银杏苑 2室1厅 南,75.0,2,华亭新家银杏苑,2500,0,0,1,0,0,0,0,0
整租·共和五村 3室1厅 南,72.46,3,共和五村,4600,0,0,1,0,0,0,0,0
整租·临沂二村 1室1厅 南,39.59,1,临沂二村,4090,0,0,1,0,0,0,0,0
整租·东绣苑 3室1厅 东南,111.0,3,东绣苑,4200,1,0,1,0,1,0,0,0
整租·齐四小区 2室1厅 南,64.1,2,齐四小区,5800,0,0,1,0,0,0,0,0
整租·保利星海屿筑二期 2室2厅 南,119.14,2,保利星海屿筑二期,5300,0,0,1,0,0,0,0,0
整租·盛源花园 2室1厅 南,81.73,2,盛源花园,5304,0,0,1,0,0,0,0,0
整租·长丰坊 1室1厅 南,35.67,1,长丰坊,4200,0,0,1,0,0,0,0,0
整租·上泰绅苑(公寓) 4室2厅 复式 南,170.58,4,上泰绅苑(公寓),7500,0,0,1,0,0,0,0,0
整租·金杨新村十一街坊 1室1厅 南,43.19,1,金杨新村十一街坊,4500,0,0,1,0,0,0,0,0
整租·绿地世纪城(三期) 1室1厅 南,47.91,1,绿地世纪城(三期),5500,0,0,1,0,0,0,0,0
整租·沧源小区（沧源路770弄） 1室1厅 南,48.95,1,沧源小区（沧源路770弄）,3500,0,0,1,0,0,0,0,0
整租·凤鸣海尚 3室2厅 南,91.89,3,凤鸣海尚,2500,0,0,1,0,0,0,0,0
整租·龙湖北城天街 2室1厅 北,47.48,2,龙湖北城天街,3300,0,0,0,1,0,0,0,0
整租·济南路8号 1室2厅 北,119.62,1,济南路8号,23000,0,0,1,1,0,0,0,0
整租·武川路245弄 1室0厅 南,32.0,1,武川路245弄,3950,0,0,1,0,0,0,0,0
整租·君莲新城中城苑 3室2厅 南,98.0,3,君莲新城中城苑,5200,0,0,1,0,0,0,0,0
整租·沈默花苑 2室2厅 南/北,78.32,2,沈默花苑,5200,0,0,1,1,0,0,0,0
整租·齐四小区 1室1厅 南,48.44,1,齐四小区,4800,0,0,1,0,0,0,0,0
整租·龙湖天璞雅筑一期 3室2厅 南,130.08,3,龙湖天璞雅筑一期,12500,0,0,1,0,0,0,0,0
整租·南山雨果西区 3室1厅 南,89.6,3,南山雨果西区,6000,0,1,1,0,0,0,0,0
整租·三阳小区 1室1厅 南,33.1,1,三阳小区,3400,0,0,1,0,0,0,0,0
整租·康定路841号 1室1厅 南,22.5,1,康定路841号,7200,0,0,1,0,0,0,0,0
整租·西郊家园(长宁) 2室2厅 南/西,102.77,2,西郊家园(长宁),7900,0,1,1,0,0,0,0,0
整租·皇骐爱丽苑 6室2厅 南,204.0,6,皇骐爱丽苑,13200,0,0,1,0,0,0,0,0
整租·江桥三村七街坊 2室1厅 南,71.0,2,江桥三村七街坊,3700,0,0,1,0,0,0,0,0
整租·景瑞尚滨江 2室1厅 南,116.37,2,景瑞尚滨江,24800,0,0,1,0,0,0,0,0
整租·白金瀚宫 5室3厅 南,435.26,5,白金瀚宫,48000,0,0,1,0,0,0,0,0
整租·国贸天悦一期观澜庭 3室2厅 南,106.66,3,国贸天悦一期观澜庭,5600,0,0,1,0,0,0,0,0
整租·五原路249号 1室0厅 南,13.0,1,五原路249号,4700,0,0,1,0,0,0,0,0
整租·上海檀香湾 4室2厅 南,257.0,4,上海檀香湾,9620,0,0,1,0,0,0,0,0
整租·浦东微谷 1室1厅 南,55.7,1,浦东微谷,2800,1,0,1,0,0,0,0,0
整租·伊犁小区 1室0厅 南,31.88,1,伊犁小区,4300,0,0,1,0,0,0,0,0
整租·曹家巷小区 2室2厅 南,72.33,2,曹家巷小区,5500,0,0,1,0,0,0,0,0
整租·宝华海湾城 2室2厅 南,87.34,2,宝华海湾城,1800,0,0,1,0,0,0,0,0
整租·青厦小区 2室1厅 南,64.28,2,青厦小区,3150,0,0,1,0,0,0,0,0
整租·东方丽景 3室2厅 南,117.09,3,东方丽景,8600,1,0,1,0,0,0,0,0
整租·南花苑 3室2厅 南,99.73,3,南花苑,13500,0,0,1,0,0,0,0,0
整租·浦东微谷 1室1厅 南,55.7,1,浦东微谷,2800,1,0,1,0,0,0,0,0
整租·伊犁小区 1室0厅 南,31.88,1,伊犁小区,4300,0,0,1,0,0,0,0,0
整租·宝华海湾城 2室2厅 南,87.34,2,宝华海湾城,1800,0,0,1,0,0,0,0,0
整租·象屿滨江悦府 2室1厅 南,68.98,2,象屿滨江悦府,3360,0,0,1,0,0,0,0,0
整租·东方丽景 3室2厅 南,117.09,3,东方丽景,8600,1,0,1,0,0,0,0,0
整租·南花苑 3室2厅 南,99.73,3,南花苑,13500,0,0,1,0,0,0,0,0
整租·锦杨苑 2室1厅 南,86.64,2,锦杨苑,6500,0,0,1,0,0,0,0,0
整租·V6时代新源商务楼 1室1厅 南,54.0,1,V6时代新源商务楼,2100,0,0,1,0,0,0,0,0
整租·复地北桥城(都市路399弄)(别墅) 3室2厅 复式 南,182.43,3,复地北桥城(都市路399弄)(别墅),11000,0,0,1,1,0,0,0,0
整租·岚皋西路145弄 1室1厅 南,40.0,1,岚皋西路145弄,4500,0,1,1,0,0,0,0,0
整租·西宝兴路949弄 1室0厅 南,36.0,1,西宝兴路949弄,4200,0,1,1,0,0,0,0,0
整租·北京西路1094弄 1室1厅 北,36.8,1,北京西路1094弄,5700,0,1,0,1,0,0,0,0
整租·德怡苑 2室1厅 南,49.8,2,德怡苑,6463,0,0,1,0,0,0,0,0
整租·佳宝一村 2室1厅 南,61.31,2,佳宝一村,5560,0,0,1,0,0,0,0,0
整租·金悦华庭 3室1厅 南,88.41,3,金悦华庭,2500,0,0,1,0,0,0,0,0
整租·共康公寓 2室2厅 南,94.71,2,共康公寓,6200,0,0,1,0,0,0,0,0
整租·双辽新村 1室0厅 南,29.74,1,双辽新村,3200,0,0,1,0,0,0,0,0
整租·南园坊 3室2厅 南,125.36,3,南园坊,3200,0,0,1,0,0,0,0,0
整租·爱博大厦 2室2厅 南,107.0,2,爱博大厦,14000,0,0,1,0,0,0,0,0
整租·鹏瑞云璟湾 3室1厅 南,89.0,3,鹏瑞云璟湾,3780,0,0,1,0,0,0,0,0
整租·中企16号公馆 2室1厅 南,66.06,2,中企16号公馆,9600,0,0,1,0,0,0,0,0
整租·祁连三村 2室1厅 南,55.19,2,祁连三村,4000,0,0,1,0,0,0,0,0
整租·沁乐佳苑 2室2厅 南/北,87.57,2,沁乐佳苑,2000,0,0,1,1,0,0,0,0
整租·新时空国际商务广场 1室1厅 东南,41.0,1,新时空国际商务广场,5250,1,0,1,0,1,0,0,0
整租·万达财富中心 1室1厅 北,45.0,1,万达财富中心,3272,0,0,0,1,0,0,0,0
整租·塘南路159弄 2室1厅 南,57.0,2,塘南路159弄,4800,0,0,1,0,0,0,0,0
整租·汇秀景苑二街坊 1室1厅 南,55.9,1,汇秀景苑二街坊,2800,0,0,1,0,0,0,0,0
整租·长风瑞仕璟庭 3室2厅 南,112.9,3,长风瑞仕璟庭,22000,0,0,1,0,0,0,0,0
整租·云锦东方云筑 5室3厅 南,410.0,5,云锦东方云筑,118000,1,0,1,0,0,0,0,0
整租·金杨七街坊 2室1厅 南,59.84,2,金杨七街坊,4500,0,0,1,0,0,0,0,0
整租·怒江新村 1室1厅 南,37.0,1,怒江新村,4080,0,0,1,0,0,0,0,0
整租·襄阳南路166弄 1室1厅 南,40.0,1,襄阳南路166弄,10000,0,0,1,0,0,0,0,0
整租·宝山天铂 3室2厅 南/北,159.02,3,宝山天铂,3500,0,0,1,1,0,0,0,0
整租·东苑新天地公寓 2室1厅 南,78.66,2,东苑新天地公寓,8600,1,0,1,0,0,0,0,0
整租·老沪太路238弄 2室1厅 南/北,71.99,2,老沪太路238弄,6800,0,0,1,1,0,0,0,0
整租·春申府邸 3室2厅 南,109.21,3,春申府邸,6500,0,0,1,0,0,0,0,0
整租·盛世家园 2室2厅 南,87.09,2,盛世家园,6000,0,0,1,0,0,0,0,0
整租·一品名人居 2室2厅 南,172.96,2,一品名人居,18000,0,0,1,0,0,0,0,0
整租·邮电二村 2室1厅 东/西,66.4,2,邮电二村,5712,1,1,0,0,0,0,0,0
整租·中星怡景花园 3室2厅 南/北,138.92,3,中星怡景花园,14500,0,0,1,1,0,0,0,0
整租·宜仕怡家 3室2厅 南,126.89,3,宜仕怡家,12000,0,0,1,0,0,0,0,0
整租·安波路985弄 3室1厅 南,101.29,3,安波路985弄,8500,0,0,1,0,0,0,0,0
整租·开发浦东 2室1厅 南,67.07,2,开发浦东,7140,1,0,1,0,0,0,0,0
整租·阳光翠庭 2室2厅 南,105.02,2,阳光翠庭,5000,0,0,1,0,0,0,0,0
整租·仁恒公园世纪 4室2厅 南,230.19,4,仁恒公园世纪,44000,0,0,1,0,0,0,0,0
整租·金阳小区 1室1厅 南,40.0,1,金阳小区,4300,0,0,1,0,0,0,0,0
整租·化工一四村 2室1厅 南,52.64,2,化工一四村,6000,0,0,1,0,0,0,0,0
整租·英庭名墅 4室1厅 复式 南/北,343.07,4,英庭名墅,23000,0,0,1,1,0,0,0,0
整租·乐山六七村 1室1厅 南,36.01,1,乐山六七村,4600,0,0,1,0,0,0,0,0
整租·静安豪景苑 4室2厅 南/北,179.0,4,静安豪景苑,38000,0,0,1,1,0,0,0,0
整租·金地格林世界(圣琼斯湾) 4室2厅 复式 南,205.0,4,金地格林世界(圣琼斯湾),12000,0,0,1,0,0,0,0,0
整租·海上湾鹭居 4室2厅 南,184.21,4,海上湾鹭居,4000,0,0,1,0,0,0,0,0
整租·万源晶典 1室1厅 南,50.14,1,万源晶典,7650,0,0,1,0,0,0,0,0
整租·龙湖天璞雅筑二期 3室2厅 南,89.03,3,龙湖天璞雅筑二期,7000,0,0,1,0,0,0,0,0
整租·富浩河滨花园 2室2厅 南/北,97.45,2,富浩河滨花园,3400,0,0,1,1,0,0,0,0
整租·万达广场(松江) 1室0厅 南,53.0,1,万达广场(松江),3000,0,0,1,0,0,0,0,0
整租·虹桥城市花园(公寓) 2室2厅 南,95.64,2,虹桥城市花园(公寓),12900,0,0,1,0,0,0,0,0
整租·由由四村 2室1厅 南,48.04,2,由由四村,4700,0,0,1,0,0,0,0,0
整租·涵合园(公寓) 2室2厅 南,109.6,2,涵合园(公寓),11000,0,0,1,0,0,0,0,0
整租·美树铭家 2室2厅 南,83.47,2,美树铭家,5100,0,0,1,0,0,0,0,0
整租·绿地朱家角1号一期 4室2厅 复式 南,148.0,4,绿地朱家角1号一期,4800,0,0,1,0,0,0,0,0
整租·吴宝新村 2室1厅 南,64.83,2,吴宝新村,5900,0,0,1,0,0,0,0,0
整租·梅园三村 1室1厅 南,31.52,1,梅园三村,4930,0,0,1,0,0,0,0,0
整租·泥城苑 3室2厅 南,131.34,3,泥城苑,3900,0,0,1,0,0,0,0,0
整租·绿地崴廉公寓 4室2厅 南/北,165.0,4,绿地崴廉公寓,13500,0,0,1,1,0,0,0,0
整租·中信君廷 3室2厅 南,159.98,3,中信君廷,32000,0,0,1,0,0,0,0,0
整租·合景万景峰 3室2厅 南,105.34,3,合景万景峰,2500,0,0,1,0,0,0,0,0
整租·上海绿城 4室2厅 南,161.9,4,上海绿城,18000,0,0,1,0,0,0,0,0
整租·新崇南路 2室0厅 南,43.55,2,新崇南路,1000,0,0,1,0,0,0,0,0
整租·上船大楼 1室1厅 南,63.49,1,上船大楼,7500,0,0,1,0,0,0,0,0
整租·恒盛鼎城圣都汇 4室2厅 南,156.8,4,恒盛鼎城圣都汇,15600,0,0,1,0,0,0,0,0
整租·兰花新村 2室1厅 南,51.46,2,兰花新村,6230,0,0,1,0,0,0,0,0
整租·宝翔苑 2室2厅 南,90.0,2,宝翔苑,4900,0,0,1,0,0,0,0,0
整租·富力桃园A区 5室2厅 南,327.26,5,富力桃园A区,23888,0,0,1,0,0,0,0,0
整租·碧桂园凤凰城 3室1厅 南/北,93.91,3,碧桂园凤凰城,1500,0,0,1,1,0,0,0,0
整租·诚和佳苑 1室1厅 南,58.39,1,诚和佳苑,4390,0,0,1,0,0,0,0,0
整租·联洋花园(一期) 3室2厅 南,141.78,3,联洋花园(一期),13500,0,0,1,0,0,0,0,0
整租·安阁苑 2室1厅 南,73.69,2,安阁苑,4500,0,0,1,0,0,0,0,0
整租·长中小区 1室1厅 北,22.2,1,长中小区,3890,0,0,0,1,0,0,0,0
整租·远中风华园(公寓) 1室1厅 南,66.0,1,远中风华园(公寓),12407,0,0,1,0,0,0,0,0
整租·西郊宝成花苑 3室2厅 南/北,224.06,3,西郊宝成花苑,23000,0,1,1,1,0,0,0,0
整租·合景理想家 1室1厅 北,42.02,1,合景理想家,2990,0,0,0,1,0,0,0,0
整租·西市街85弄 3室1厅 南,94.5,3,西市街85弄,4300,0,1,1,0,0,0,0,0
整租·崂山四村 2室1厅 南,41.62,2,崂山四村,5390,0,0,1,0,0,0,0,0
整租·静安紫苑 1室1厅 南,78.67,1,静安紫苑,10000,0,0,1,0,0,0,0,0
整租·又一村(静安) 3室2厅 南/北,118.7,3,又一村(静安),14500,0,0,1,1,0,0,0,0
整租·南丹大楼 1室1厅 南,56.31,1,南丹大楼,6900,0,0,1,0,0,0,0,0
整租·大华伊斐墅 4室2厅 南,245.0,4,大华伊斐墅,50000,0,0,1,0,0,0,0,0
整租·玲桂花苑 3室2厅 南,117.88,3,玲桂花苑,2500,0,0,1,0,0,0,0,0
整租·三门路485弄 2室1厅 南,56.27,2,三门路485弄,6130,0,0,1,0,0,0,0,0
整租·汇金广场 1室1厅 南,69.47,1,汇金广场,11390,0,0,1,0,0,0,0,0
整租·浦江茗园 3室2厅 南,131.0,3,浦江茗园,15000,0,0,1,0,0,0,0,0
整租·中新家园 2室1厅 南,90.74,2,中新家园,7800,0,0,1,0,0,0,0,0
独栋·mini home国际青年公寓 殷行路店 8号10号押一付一 1室1厅,25.0,1,mini,3175,0,0,0,0,0,0,0,0
整租·浦南园 4室2厅 南,146.31,4,浦南园,3500,0,0,1,0,0,0,0,0
整租·景谷苑 2室2厅 南,91.67,2,景谷苑,3400,0,0,1,0,0,0,0,0
整租·延庆路123弄 2室1厅 南,49.0,2,延庆路123弄,6500,0,0,1,0,0,0,0,0
整租·凯德林茵湖畔东区 4室2厅 南/北,231.75,4,凯德林茵湖畔东区,23000,1,0,1,1,0,0,0,0
整租·金鹤新城城杰苑 2室1厅 南,72.36,2,金鹤新城城杰苑,5500,0,0,1,0,0,0,0,0
整租·益晖新苑 2室1厅 南,81.73,2,益晖新苑,7000,0,0,1,0,0,0,0,0
整租·绿地浦汇中心 2室1厅 南,102.87,2,绿地浦汇中心,4800,0,0,1,0,0,0,0,0
整租·阳光美景城三期 3室2厅 南,143.72,3,阳光美景城三期,9500,0,0,1,0,0,0,0,0
整租·崮山小区四街坊 2室1厅 南,47.94,2,崮山小区四街坊,4300,0,0,1,0,0,0,0,0
整租·鞍山一村 1室1厅 南,33.68,1,鞍山一村,4500,0,0,1,0,0,0,0,0
整租·金杨新村九街坊 2室1厅 南,56.05,2,金杨新村九街坊,5090,0,0,1,0,0,0,0,0
整租·潍坊四村 1室1厅 南,33.81,1,潍坊四村,4200,0,0,1,0,0,0,0,0
整租·锦沧公寓 4室1厅 南,116.39,4,锦沧公寓,12000,0,0,1,0,0,0,0,0
整租·星丰苑 2室1厅 南,82.56,2,星丰苑,4800,0,0,1,0,0,0,0,0
整租·塘和家园桂花锦苑 2室1厅 南/北,77.0,2,塘和家园桂花锦苑,3600,0,0,1,1,0,0,0,0
整租·白玉兰馨园 2室1厅 南,71.05,2,白玉兰馨园,5800,0,0,1,0,0,0,0,0
整租·永翔佳苑（东区478弄） 3室2厅 南,84.0,3,永翔佳苑（东区478弄）,4600,1,0,1,0,0,0,0,0
整租·崧泽华城秀景苑 3室1厅 南,81.0,3,崧泽华城秀景苑,3500,0,0,1,0,0,0,0,0
整租·铁岭路110弄 1室1厅 南,39.5,1,铁岭路110弄,5990,0,0,1,0,0,0,0,0
整租·三佳花苑 1室1厅 南,29.35,1,三佳花苑,3200,0,0,1,0,0,0,0,0
整租·凌晓苑 2室1厅 南,103.7,2,凌晓苑,8260,0,0,1,0,0,0,0,0
整租·荷风景庭 4室2厅 南,165.75,4,荷风景庭,5000,0,0,1,0,0,0,0,0
整租·龙湖北城天街 2室1厅 东/南,58.0,2,龙湖北城天街,5500,1,0,1,1,0,0,0,0
整租·龙湖北城天街 2室1厅 南,47.88,2,龙湖北城天街,4300,0,0,1,1,0,0,0,0
整租·大宁路660弄 1室0厅 南,48.31,1,大宁路660弄,4000,0,0,1,0,0,0,0,0
整租·天和湖滨家园(公寓) 2室1厅 南,85.88,2,天和湖滨家园(公寓),3900,0,0,1,0,0,0,0,0
整租·安西路20弄 1室1厅 东,38.0,1,安西路20弄,5060,1,1,0,0,0,0,0,0
整租·泾西一村 1室1厅 南,33.24,1,泾西一村,4890,0,1,1,0,0,0,0,0
整租·文宸花苑 3室2厅 南/北,100.3,3,文宸花苑,950,0,0,1,1,0,0,0,0
整租·八方大厦 3室2厅 南,141.44,3,八方大厦,13000,0,0,1,0,0,0,0,0
整租·新华联奥莱悦府 3室2厅 复式 南,145.0,3,新华联奥莱悦府,13500,0,0,1,0,0,0,0,0
